edad,ingreso_mensual,antiguedad_laboral_anios,score_crediticio,deuda_total,ratio_endeudamiento,numero_creditos_activos,retrasos_12m,limite_credito_solicitado,ahorros,aprobado
68,3889.52,19.88,616,7451.31,0.61,0,2,9457.69,12557.17,1
65,4090.16,3.46,776,0.0,0.92,1,3,9212.58,9531.29,0
53,4515.68,20.07,340,8127.33,0.76,7,0,9020.15,5753.69,0
57,4268.83,26.17,306,11954.33,0.44,3,0,9346.88,2145.44,0
45,4736.92,20.77,799,7472.29,0.8,2,1,11429.22,8287.39,1
48,3678.18,24.28,619,228.52,0.09,3,4,7506.8,13366.88,1
55,2850.29,26.22,421,7261.86,0.55,2,2,7389.67,6090.96,0
37,5856.88,16.76,807,4887.88,0.38,6,3,10326.96,3474.39,1
43,3593.25,9.03,477,5763.38,0.85,0,3,8968.8,2462.07,0
49,3809.41,27.58,362,5170.64,0.56,7,4,6549.34,8677.8,0
62,3514.46,17.81,594,8669.49,0.82,7,4,10913.7,9451.29,0
40,3740.21,24.47,564,10717.04,0.83,0,1,9405.43,6248.9,0
23,4260.33,13.59,615,6330.91,0.62,6,3,8097.22,3604.25,0
26,4926.61,31.66,506,9843.92,0.1,5,0,9687.31,14701.59,1
25,3274.27,13.82,301,3755.7,0.45,0,2,9381.31,6211.46,0
26,4504.15,21.01,848,12949.66,0.29,4,1,6434.6,8660.56,1
61,3620.42,22.2,548,2261.22,0.8,1,1,8739.68,9351.82,0
23,5337.42,18.52,338,1833.0,0.28,7,0,4260.38,9949.17,1
56,3107.82,27.81,724,4148.74,0.41,1,0,5931.37,6882.12,1
29,4326.62,9.4,336,7969.58,0.76,3,2,12812.98,7205.39,0
32,4887.2,2.18,726,8539.58,0.27,0,0,5298.64,7333.55,1
33,2988.74,5.44,542,334.9,0.31,3,0,7879.11,12937.31,1
46,4332.3,14.94,410,6138.46,0.82,1,2,12716.33,17959.24,0
52,4364.56,24.56,559,6668.57,0.83,5,4,14423.96,7798.25,0
49,3500.08,5.38,401,13602.9,0.52,5,4,9434.03,13460.93,0
49,4031.03,14.7,515,4434.46,0.78,0,2,7786.12,4570.37,0
27,5133.49,22.05,583,903.41,0.38,2,1,8260.16,11846.77,1
49,4451.67,7.24,629,35.34,0.34,6,1,10722.86,0.0,1
25,3848.08,22.55,514,4764.56,0.54,7,3,6578.39,5737.69,0
61,4035.6,22.77,454,7055.21,0.81,1,3,5549.34,4692.66,0
24,4633.33,8.04,476,6135.08,0.7,4,1,2983.02,4287.05,0
25,5382.31,31.23,705,5154.49,0.67,3,4,7991.25,9402.86,1
30,4949.2,33.26,729,2875.83,0.7,4,1,5216.55,13833.26,1
40,4889.69,32.55,539,5286.2,0.43,4,2,12546.28,7946.4,1
62,5648.78,7.95,485,5535.49,0.33,4,1,7756.32,7952.39,1
24,2814.3,11.37,838,13551.82,0.86,5,0,11219.05,13209.68,1
30,2912.25,19.03,709,5123.87,0.21,3,1,8619.78,10988.6,1
41,2149.89,28.51,342,1905.37,0.78,3,0,8231.96,7758.37,0
32,4977.52,0.81,457,3944.8,0.39,5,0,9068.13,3921.6,1
24,2134.79,8.83,650,4657.76,0.45,1,0,6348.47,12249.19,1
48,4176.71,22.81,365,0.0,0.29,3,3,3428.15,8574.5,0
24,4901.68,7.93,411,5256.31,0.25,0,0,9459.12,13634.56,1
56,2945.23,7.71,782,5921.43,0.31,5,1,9947.74,7007.11,1
26,3613.22,34.89,643,5813.19,0.66,4,4,11818.25,9592.23,0
42,3974.18,21.28,379,2116.85,0.25,5,0,9247.58,8681.33,1
40,4875.27,24.14,597,4496.77,0.22,3,4,6941.92,7532.84,1
57,2832.98,3.12,618,6249.98,0.46,3,3,14208.32,12317.13,0
58,4500.62,10.42,439,8020.79,0.09,0,4,5386.52,5883.51,0
44,4843.32,4.27,826,6320.61,0.55,0,0,6774.09,15141.5,1
34,4339.29,8.69,514,1131.62,0.54,2,1,11564.33,13106.88,0
63,4352.49,4.69,663,7599.39,0.16,7,4,6575.36,6008.67,1
57,5341.67,3.95,587,10372.44,0.28,3,2,4366.32,8541.63,1
33,4408.99,26.88,475,4584.32,0.31,0,0,6738.26,14452.13,1
32,4187.31,9.68,645,0.0,0.54,5,3,8028.9,5533.13,0
64,3903.71,31.33,502,8133.35,0.79,6,4,5130.34,15566.33,0
35,4797.13,0.36,795,8803.88,0.81,3,3,9620.44,6371.02,0
28,3944.74,11.22,341,5532.05,0.5,1,3,11233.82,9965.24,0
44,4798.41,10.56,617,4142.88,0.69,6,3,11361.18,6887.37,0
48,4296.86,14.11,821,9182.41,0.22,4,3,8207.66,8606.25,1
24,5228.16,20.28,787,8166.65,0.8,1,1,13742.4,6222.22,1
66,3489.48,17.64,662,5500.97,0.52,5,1,9256.9,11807.45,1
42,4273.04,12.16,622,5012.79,0.55,6,3,7698.31,9849.8,0
52,4520.94,11.9,712,6186.34,0.34,2,1,6889.15,9946.44,1
49,4578.82,24.84,610,8891.45,0.86,0,1,7814.89,6622.12,0
66,5228.59,11.07,768,6010.51,0.87,2,2,8293.47,9452.52,1
61,4560.97,24.35,378,1775.34,0.6,7,3,5469.69,13479.78,0
40,5022.74,17.6,397,3580.18,0.92,0,0,5856.51,8977.12,0
23,5977.46,8.36,675,6069.04,0.59,4,1,9164.52,9057.24,1
51,4966.48,26.4,354,6793.98,0.76,5,1,10505.87,6075.13,0
60,3248.12,18.88,847,3714.02,0.65,4,0,10086.63,5197.91,1
62,2914.56,22.27,634,7961.0,0.58,4,3,8814.19,15409.88,0
48,4809.35,2.68,419,3513.48,0.16,4,4,8720.52,9727.82,0
47,3863.46,16.07,626,8683.4,0.29,5,1,11751.07,8018.03,1
49,4466.56,17.96,745,10958.62,0.31,6,2,11566.27,8931.16,1
28,4047.01,14.42,372,8192.42,0.32,0,4,9018.55,6678.11,0
23,5384.28,13.04,634,5829.67,0.36,4,0,8899.37,5841.82,1
43,5286.66,4.65,634,7370.55,0.61,3,0,9959.19,6821.78,1
64,3185.73,17.39,342,0.0,0.87,1,1,14293.7,11059.07,0
35,4450.01,27.19,381,10155.73,0.34,3,2,7613.63,12339.61,0
34,3931.68,20.41,430,2621.69,0.72,1,2,9654.51,1704.39,0
69,3021.23,10.82,831,2177.56,0.72,4,3,8374.76,0.0,0
47,4787.36,6.75,568,3976.38,0.09,4,1,7066.63,0.0,1
25,4073.32,13.06,610,2134.03,0.31,3,4,9099.95,11221.43,0
47,4602.51,11.02,366,5126.01,0.26,4,2,8007.78,11205.98,0
22,6437.13,6.65,809,4204.09,0.42,3,1,9762.54,11124.8,1
65,5400.88,14.36,346,4904.84,0.56,2,1,6893.13,5364.51,0
59,5198.53,12.5,330,8827.8,0.25,0,0,9744.91,7354.47,1
50,3834.64,18.64,507,6379.98,0.41,3,3,8740.69,10085.91,0
69,3136.04,29.07,778,3132.44,0.11,4,1,12048.42,8811.75,1
69,5328.17,12.51,830,4439.26,0.37,0,0,8763.07,8746.43,1
39,3928.74,23.59,847,2355.01,0.3,1,0,7590.83,13352.04,1
32,4242.37,5.96,443,8268.4,0.48,1,1,7580.94,9931.92,0
34,3862.72,8.33,436,1467.41,0.53,5,0,7713.14,11846.76,0
53,4292.1,30.11,835,3681.79,0.09,3,2,8037.55,10443.68,1
33,6372.07,26.09,671,10287.33,0.63,2,3,7233.27,6066.63,1
49,3917.58,24.99,399,4022.26,0.09,4,2,10406.75,8627.48,1
45,3947.01,28.72,354,5510.1,0.33,3,4,6991.31,5719.04,0
46,4383.75,31.26,519,6617.96,0.41,4,1,10017.84,6248.04,1
59,4457.74,32.81,418,0.0,0.11,1,2,8823.21,5684.73,1
51,3118.13,25.43,779,5640.28,0.86,1,3,11018.55,5355.94,0
47,2599.52,32.52,723,8164.08,0.07,5,0,9317.86,7526.29,1
47,3673.5,9.4,521,5595.61,0.5,4,4,9570.07,5976.91,0
40,4005.53,16.71,440,6949.87,0.63,1,2,6507.72,6676.95,0
37,3486.49,6.64,779,2144.48,0.55,6,0,10354.2,10901.96,1
61,3291.4,3.7,599,5180.05,0.71,7,1,5118.82,3944.69,0
52,3344.83,13.87,612,4034.97,0.34,5,0,9692.73,9145.56,1
38,3834.3,11.88,338,5059.55,0.79,1,4,7491.64,9269.71,0
25,4079.89,22.09,621,769.82,0.5,5,1,11995.95,13934.65,1
60,2717.08,14.24,469,3030.84,0.64,2,1,6311.93,8372.22,0
44,3690.03,5.45,746,6563.18,0.48,2,2,10519.29,8250.2,1
59,4503.07,17.35,613,2987.17,0.49,6,1,12980.41,6993.61,1
43,4069.91,11.54,727,6752.83,0.52,1,3,15599.22,11213.41,1
53,2956.57,26.86,461,9922.73,0.48,7,4,10472.33,2950.19,0
31,3858.47,24.1,370,5897.52,0.16,5,0,10997.63,10779.81,1
29,4161.43,33.45,662,5351.96,0.35,0,2,11174.42,3300.65,1
48,4870.17,33.8,602,7029.46,0.45,1,0,6632.47,13204.51,1
57,2713.77,20.13,326,2206.47,0.34,1,1,9893.36,11635.65,0
53,4792.66,9.13,814,3451.56,0.23,3,4,9574.13,1609.18,1
55,3759.91,19.72,445,1644.33,0.31,0,2,9140.45,7374.44,0
27,4358.38,10.44,464,2384.93,0.57,5,1,8002.19,9656.03,0
58,4789.24,18.21,491,10515.38,0.38,6,4,7073.61,7128.53,0
35,3391.04,26.59,383,2641.27,0.71,5,4,8585.91,8295.49,0
48,3448.12,25.33,429,5082.5,0.29,2,4,8985.74,7309.88,0
24,4070.8,16.05,809,4007.95,0.6,6,3,12255.59,10583.97,1
27,4824.87,10.68,313,3741.91,0.17,3,0,7091.55,7906.8,1
50,3682.35,1.03,660,4177.41,0.17,1,4,11064.61,4901.82,0
68,2899.88,30.06,838,4422.55,0.43,0,1,9366.24,9511.17,1
25,3544.49,29.13,730,6200.89,0.76,3,1,11766.09,11162.29,1
30,4514.12,21.2,641,4162.14,0.33,0,2,7298.81,5032.2,1
32,5210.71,28.3,650,6401.61,0.69,2,2,9029.14,6732.14,1
55,3711.77,6.78,560,4625.22,0.34,7,1,12378.3,11519.93,1
42,3874.7,23.08,361,4194.06,0.16,0,0,9288.28,2200.16,1
60,4004.35,10.23,373,4500.05,0.66,7,0,12432.11,11389.74,0
43,4043.49,28.75,798,10497.41,0.23,4,4,10491.43,6776.15,1
65,3313.17,14.01,507,1371.17,0.4,5,0,11622.8,4267.16,1
22,3766.51,16.81,420,4674.29,0.36,2,0,10964.09,13236.35,1
48,4355.39,12.77,541,7335.03,0.39,7,2,11736.51,12355.4,1
67,4254.16,14.96,763,6869.17,0.33,0,3,16850.88,4986.8,1
57,4181.23,30.5,547,2058.89,0.34,7,3,5044.99,10135.77,1
32,3258.5,34.06,573,1723.91,0.52,1,0,3941.82,10630.34,1
29,3667.95,9.38,517,4970.33,0.46,6,3,8818.88,4298.62,0
50,3520.97,28.08,502,8809.73,0.43,1,1,10854.11,9265.55,1
25,5103.04,33.51,507,7492.26,0.36,3,0,10268.74,9196.89,1
31,5463.98,18.15,424,4952.91,0.26,3,1,8085.82,13038.95,1
46,4467.47,20.96,525,4063.42,0.3,6,2,9118.4,3130.72,1
50,5590.11,28.8,798,4470.92,0.23,7,3,8590.44,12064.64,1
64,3898.38,23.17,807,4658.55,0.91,6,3,12555.57,3484.21,0
38,3902.7,18.78,760,795.58,0.43,3,0,10372.87,7981.84,1
32,3000.27,31.36,524,815.45,0.41,3,0,14655.39,11833.89,1
36,4368.93,19.6,380,4924.57,0.7,2,4,12053.86,8078.97,0
49,3755.8,27.54,425,11098.12,0.41,2,0,9896.42,14167.86,1
44,4246.4,32.06,836,5889.34,0.25,6,2,9825.93,6617.19,1
22,4600.13,11.13,449,0.0,0.45,4,2,10157.11,6910.27,0
49,3947.85,29.17,407,1729.02,0.18,0,0,8696.0,9975.03,1
58,3160.29,6.59,678,4930.74,0.55,3,0,8401.94,12745.07,1
50,4125.55,18.95,831,2045.42,0.61,7,3,7947.64,6188.53,1
46,4101.16,22.93,375,5875.79,0.5,6,1,11282.3,1271.58,0
54,4191.55,30.02,641,2876.35,0.46,4,0,5592.82,8348.09,1
46,4770.17,11.06,784,2696.03,0.46,4,3,9073.9,10130.0,1
34,3976.03,33.93,582,1041.03,0.28,2,1,9709.18,2330.45,1
28,3929.43,26.29,758,6483.86,0.33,4,4,9715.04,2161.11,1
25,5717.04,32.3,706,6198.64,0.5,4,0,7013.84,1325.16,1
40,5128.61,8.94,783,6404.26,0.23,7,3,6772.55,4196.85,1
33,4089.72,19.14,762,7282.61,0.36,4,4,12517.56,4661.22,1
54,3337.71,15.84,516,4778.15,0.16,7,2,12193.78,7437.04,1
37,3775.02,33.65,527,8938.33,0.51,3,3,10702.44,2668.3,0
48,4514.22,28.45,770,2004.78,0.65,7,3,5552.22,5099.05,1
50,4927.3,5.76,771,7523.14,0.82,5,4,3453.99,6605.94,0
57,6323.62,31.88,762,3927.08,0.32,6,1,7827.09,10092.86,1
41,3959.55,12.67,784,3708.49,0.34,6,0,13331.54,14036.46,1
38,4316.64,16.56,378,3102.92,0.39,2,2,10185.25,7153.28,0
36,3864.73,1.91,533,6993.47,0.4,5,4,11135.91,9692.92,0
53,4255.65,17.87,513,5863.72,0.58,0,0,10438.46,7870.78,1
25,3843.89,31.7,706,8659.82,0.72,0,4,3368.23,5704.93,0
52,3233.73,16.22,533,2448.32,0.26,1,4,3309.57,2520.3,0
50,5098.63,1.14,645,5942.11,0.82,7,0,11181.47,6426.37,0
32,4303.15,29.53,325,2331.69,0.77,4,4,14319.13,2446.36,0
26,5335.08,16.45,619,6941.83,0.41,6,1,7365.56,6250.03,1
37,3742.92,3.55,374,9711.97,0.56,2,4,6073.72,11905.25,0
46,4426.93,24.4,620,2388.62,0.1,3,0,8959.4,3590.91,1
33,4779.4,6.47,338,8743.83,0.73,4,3,3985.65,7394.92,0
54,2523.31,21.36,387,2208.32,0.5,1,3,6258.12,15663.65,0
51,3021.04,14.67,822,9968.07,0.15,0,3,12888.75,9876.23,1
51,4865.83,8.68,769,5855.93,0.52,4,1,11107.69,7888.35,1
39,4287.81,15.19,359,7109.58,0.01,6,1,9704.78,7770.0,1
28,2565.43,10.45,662,1997.18,0.36,5,1,5459.03,9479.26,1
45,3543.52,16.46,711,10399.91,0.54,1,1,10742.82,10441.53,1
38,3266.3,20.47,354,5085.2,0.78,4,2,7215.19,13877.85,0
60,3773.13,17.66,404,3981.89,0.9,0,1,7179.47,12443.79,0
67,5578.16,1.94,593,8453.62,0.63,6,4,11210.41,7779.09,0
22,3694.49,19.97,504,3025.54,0.14,5,4,13105.27,11476.19,0
25,6009.17,33.09,421,4587.66,0.26,7,2,5753.97,11225.87,1
43,3983.38,29.86,439,4259.91,0.62,5,1,11474.14,4665.84,0
54,3555.59,14.79,551,2993.01,0.66,2,4,12140.33,7678.25,0
26,5602.76,27.02,836,8801.68,0.4,1,4,7081.89,10010.94,1
42,5053.33,5.95,721,10655.43,0.58,0,1,9565.17,13401.3,1
43,5438.52,24.85,643,2504.97,0.1,2,3,7003.05,11468.46,1
51,5942.63,6.21,324,10329.84,0.18,4,0,7972.07,9860.04,1
59,5161.31,2.81,805,8841.41,0.58,1,1,9527.47,9763.86,1
40,5304.17,23.2,708,4339.16,0.34,5,1,5954.43,17203.98,1
25,2689.75,12.46,361,7458.83,0.24,1,2,8629.88,12287.02,0
27,3486.83,18.07,523,11671.56,0.93,1,3,11898.18,4434.33,0
53,4614.94,1.75,784,3503.51,0.3,5,4,10514.78,13399.96,1
48,4405.44,7.95,353,3740.0,0.32,4,4,10953.74,12222.86,0
66,4866.0,2.66,767,2401.61,0.69,7,0,12006.58,5636.17,1
21,3803.18,32.47,356,11941.16,0.21,6,0,7214.22,4360.05,0
67,5217.41,4.05,508,8649.48,0.51,2,0,8801.18,9418.36,1
63,6025.78,32.22,834,3037.43,0.66,5,3,14656.94,8162.22,1
58,4752.97,2.43,693,5061.78,0.43,1,3,10605.3,10801.83,1
60,4978.96,7.07,530,7575.59,0.32,4,1,7031.15,6775.35,1
28,4687.37,24.86,501,4722.77,0.35,4,2,9858.1,5753.62,1
39,5063.95,22.13,449,9134.49,0.44,1,0,9493.67,4950.42,1
27,4430.15,1.77,628,5731.29,0.58,5,2,10671.78,0.0,0
47,3792.16,11.65,720,9441.66,0.67,1,0,5579.72,3842.44,1
41,4416.99,4.51,742,6627.57,0.39,3,4,5386.75,9272.36,0
46,4338.7,11.81,302,6254.63,0.21,0,4,9813.93,12499.48,0
59,2883.42,12.52,431,3743.01,0.7,7,3,10763.26,10611.77,0
69,4451.05,18.84,825,6651.99,0.68,1,3,9167.87,10306.65,1
63,4266.81,26.25,557,8144.18,0.19,2,3,6306.57,11446.44,1
23,4428.29,1.12,602,753.6,0.59,0,3,10585.33,15681.41,0
43,3755.14,23.69,807,7393.17,0.82,4,3,11112.69,13623.13,0
35,4672.15,32.55,338,9626.79,0.65,6,2,10414.96,7280.43,0
51,4798.56,11.73,611,8527.3,0.46,0,1,8255.95,3553.05,1
40,3613.35,23.17,612,6948.79,0.24,6,0,11146.17,9912.75,1
42,4529.71,15.66,845,5088.17,0.71,1,2,9033.75,10194.49,1
59,4936.27,10.33,767,2392.18,0.24,7,1,8520.09,3126.12,1
59,4902.92,18.62,693,2918.13,0.59,4,3,10478.78,5461.78,1
56,3420.2,2.05,594,4606.91,0.59,2,4,7566.16,11409.26,0
34,3327.25,23.77,805,2460.78,0.79,0,3,10593.91,12836.47,1
41,4257.97,18.84,322,6060.39,0.62,2,0,6064.94,9288.86,0
42,3301.46,9.28,818,4217.96,0.78,1,3,7685.41,6546.23,0
21,6455.62,1.1,501,4823.51,0.32,3,3,7294.65,5837.93,1
48,3505.75,32.57,552,9536.69,0.76,7,4,10961.21,5094.86,0
52,3515.52,22.91,383,6373.75,0.67,1,2,4613.53,10646.35,0
21,4795.34,1.59,687,7926.02,0.26,6,4,7263.8,11392.7,1
40,3799.03,27.62,304,528.74,0.18,4,3,8513.53,2703.47,0
31,2127.31,3.83,749,7549.16,0.79,4,4,9369.75,3938.13,0
26,4079.77,16.0,687,3275.92,0.63,4,0,7820.41,3520.7,1
67,3327.69,4.2,752,10726.26,0.31,2,1,11009.56,7888.39,1
51,3736.0,32.2,686,1220.33,0.71,7,1,10919.69,12618.68,1
67,2761.51,22.44,803,3437.24,0.93,6,4,11897.05,6186.24,0
42,3389.41,24.02,354,8312.01,0.57,2,2,8861.99,9185.49,0
24,4043.26,12.08,491,12125.68,0.44,0,2,10282.06,6751.36,0
36,4116.14,11.43,521,1314.69,0.51,4,3,10123.4,10484.52,0
24,3190.09,2.21,739,5130.33,0.47,5,4,8112.0,6995.5,0
34,3539.26,30.81,694,3524.94,0.4,6,3,7136.93,8178.7,1
52,3415.13,4.62,780,10743.44,0.46,5,1,10294.8,5787.43,1
46,4294.0,21.33,406,12161.37,0.4,2,2,4544.53,11391.73,0
50,4033.81,7.27,485,6803.07,0.69,2,3,7555.09,8131.49,0
33,3053.23,3.27,596,8733.19,0.11,2,0,10731.75,4148.87,1
36,4732.48,1.64,590,4042.67,0.32,1,2,11607.7,3969.76,1
40,3538.7,11.45,374,2479.92,0.76,1,1,12126.47,10329.28,0
30,4503.05,4.08,755,7563.24,0.15,4,1,8670.03,5764.64,1
67,3341.4,29.43,342,4623.48,0.44,0,1,7833.38,9001.89,0
58,4418.15,21.36,617,8312.76,0.33,7,0,12027.55,11921.7,1
44,4046.12,6.39,698,5127.12,0.67,3,1,8000.01,9520.35,1
51,4200.08,0.93,821,9978.5,0.31,0,3,9452.64,10128.27,1
33,4597.54,16.44,475,5484.06,0.39,2,3,11686.93,7725.65,0
55,4539.16,29.51,532,5937.55,0.36,3,0,10817.52,6590.12,1
46,4295.82,8.67,662,8883.9,0.36,3,1,8054.86,16259.22,1
23,4293.63,20.29,704,6499.87,0.41,5,1,9015.08,9404.03,1
65,3019.01,8.49,645,10135.33,0.41,1,0,11383.47,4818.84,1
56,4085.94,33.94,343,4101.79,0.57,3,0,13048.49,2773.78,0
63,2201.82,8.67,764,3093.94,0.63,4,2,9692.77,12645.61,0
68,2156.9,7.27,777,8671.55,0.62,6,2,8375.62,9323.2,0
54,3870.59,21.49,358,7442.03,0.94,3,0,7660.91,3587.26,0
62,3949.55,10.07,732,4119.44,0.48,1,3,7094.18,13235.68,1
65,5475.53,30.21,565,2474.86,0.49,5,2,7382.76,6120.33,1
36,4739.22,26.76,410,3787.47,0.7,5,2,5552.62,11956.06,0
58,5133.36,24.24,329,5701.76,0.32,1,3,7563.64,2887.18,0
41,3874.96,33.39,383,5032.7,0.73,2,1,9419.38,7367.65,0
54,4544.39,15.05,736,2461.13,0.63,3,2,12317.01,5613.88,1
65,5186.08,1.45,712,3146.32,0.77,1,3,6848.22,13182.34,0
41,4623.31,11.03,557,7408.26,0.59,1,0,11713.08,6926.79,1
69,4470.3,8.79,508,9139.67,0.77,1,1,9215.73,5011.62,0
28,4249.87,6.2,681,10363.78,0.43,4,1,9243.05,13214.5,1
64,3342.76,13.97,523,3375.26,0.51,1,3,9079.75,5706.0,0
56,3367.71,2.14,784,2410.51,0.57,6,1,10700.23,10603.71,1
22,2891.03,0.08,731,7444.29,0.95,1,1,10823.92,7763.03,0
52,4527.22,18.41,663,4734.79,0.81,6,0,8921.71,4833.08,1
63,3925.42,5.23,476,7990.63,0.53,4,2,10114.31,7661.71,0
68,3567.96,28.88,389,8446.44,0.23,7,0,6730.23,9439.12,1
26,4484.71,3.91,846,4466.89,0.8,5,0,6790.95,20319.17,1
36,3660.4,3.3,481,5221.07,0.57,6,0,8366.43,8931.59,0
49,5099.63,20.52,537,778.08,0.76,3,0,9817.15,12750.33,1
63,5868.4,28.17,743,875.99,0.6,2,4,11861.68,7874.25,1
35,4575.07,27.34,650,7735.4,0.47,6,2,4047.96,8389.71,1
31,3561.82,30.16,487,11874.34,0.87,3,1,5855.53,8977.85,0
60,2846.67,16.19,639,417.07,0.76,3,0,11427.82,8995.35,1
67,5964.83,8.7,636,1171.65,0.46,6,3,11195.26,14658.31,1
22,4578.21,0.86,772,4039.2,0.63,3,3,13093.71,5073.13,0
69,3133.15,33.01,555,7684.79,0.34,2,0,10043.44,10586.33,1
53,5132.97,20.6,587,0.0,0.3,0,3,10811.92,8090.4,1
23,2696.87,32.96,670,5531.07,0.62,0,0,14061.43,11831.72,1
43,3787.25,29.37,612,9565.13,0.2,4,4,13566.19,5356.19,1
36,3967.97,23.15,735,0.0,0.39,1,2,10022.81,2495.46,1
42,3859.48,26.78,839,1925.54,0.59,2,0,5383.65,9364.23,1
69,3166.53,5.98,659,7560.41,0.15,4,0,8480.15,9160.86,1
58,6311.2,31.56,696,8813.63,0.29,4,0,9665.33,6142.75,1
68,3826.71,29.87,774,2951.83,0.36,1,1,14868.69,12441.28,1
61,4522.37,16.68,807,8084.81,0.35,5,2,7532.15,9864.07,1
53,4212.76,15.32,405,8284.46,0.61,0,3,7717.51,13511.09,0
56,2757.65,17.29,587,1216.48,0.31,1,4,7199.11,9903.93,0
27,3693.37,19.94,745,5124.08,0.8,5,0,7755.72,8623.55,1
27,4368.82,5.81,637,3681.96,0.51,3,3,10260.73,3763.53,0
21,5012.29,33.23,407,4503.41,0.81,1,4,9949.54,9922.42,0
56,3875.6,12.32,445,6081.55,0.18,7,1,10525.56,903.54,0
33,4510.28,1.29,637,2049.61,0.16,6,0,10432.96,6391.29,1
42,3882.2,20.95,488,0.0,0.36,0,4,8330.8,9613.55,0
67,4708.54,5.02,767,1175.8,0.48,2,4,6626.09,9143.83,1
68,1978.93,34.99,798,1397.52,0.12,1,3,5519.58,10296.51,1
60,4720.43,32.53,678,4760.93,0.45,3,0,2151.92,10097.39,1
22,3630.78,26.42,522,8199.36,0.71,3,2,7802.67,10218.84,0
41,3668.77,2.34,326,3794.59,0.39,3,0,4961.81,5183.06,0
67,1649.3,29.52,768,3213.28,0.25,4,1,3675.11,3770.4,1
58,3237.54,6.4,758,3828.01,0.29,7,3,10290.58,13302.49,1
24,4734.03,22.14,375,7680.41,0.75,4,2,7005.41,0.0,0
65,6249.96,6.02,482,4976.43,0.63,1,0,5138.34,7209.21,1
33,3559.83,25.08,723,5501.3,0.68,3,2,9257.7,6517.46,1
35,3598.36,24.72,370,3322.91,0.17,6,4,11328.44,11118.91,0
25,4626.84,12.16,701,5234.5,0.67,5,4,12154.82,12084.89,0
63,4445.42,8.38,832,4187.36,0.51,5,1,9927.44,13578.13,1
46,3664.62,29.51,772,8861.15,0.45,0,4,9818.66,429.67,1
34,4039.7,33.02,506,5536.3,0.49,0,1,6846.17,6265.82,1
29,3847.97,5.91,534,9054.8,0.6,5,1,10009.38,16773.27,0
37,4743.87,34.84,375,6739.56,0.16,1,1,10391.44,6980.29,1
41,4900.56,19.88,686,6170.76,0.49,5,2,10852.3,8430.53,1
23,5764.41,11.36,765,101.02,0.12,3,3,11952.02,9948.83,1
23,5012.63,17.02,844,4738.13,0.79,0,0,7894.92,8498.36,1
28,4789.49,2.27,656,2515.0,0.35,1,4,8345.78,836.03,0
54,4333.87,17.87,489,8415.16,0.69,3,1,7280.06,8863.76,0
47,5032.02,21.04,358,6413.29,0.55,2,4,8770.96,3609.56,0
69,3314.15,18.09,406,6571.83,0.77,6,1,13221.66,9882.23,0
22,6124.01,1.12,315,4862.88,0.35,6,0,4814.45,9771.53,1
22,4447.42,25.92,383,9478.03,0.55,1,4,6700.48,8912.24,0
47,5459.56,17.19,807,0.0,0.57,7,2,11504.34,7827.2,1
25,3484.57,5.91,600,7538.71,0.54,6,1,9291.32,10730.05,0
29,5119.25,29.21,827,4133.2,0.13,5,2,10522.56,2840.36,1
65,4556.0,21.73,674,2235.31,0.61,7,0,10370.95,8186.94,1
57,4031.16,0.71,801,3117.2,0.23,3,0,10022.73,10889.36,1
46,3599.66,15.2,731,5165.0,0.8,4,2,8667.28,4353.4,0
27,3410.21,26.72,750,6213.68,0.46,0,2,9507.75,7423.38,1
51,5808.65,22.72,438,8670.41,0.61,7,3,7742.24,6705.68,0
31,5291.46,13.35,329,3257.64,0.44,7,3,11504.49,6372.58,0
65,4302.16,27.91,346,3021.57,0.94,5,3,9789.76,4836.71,0
34,4374.2,16.51,804,8434.39,0.7,2,2,2982.51,9430.96,1
22,3548.6,5.61,752,8756.69,0.59,6,3,4711.49,2350.29,0
49,2554.65,4.82,472,2171.71,0.81,4,0,9867.66,5235.07,0
36,2594.89,31.4,329,3135.13,0.45,0,0,11643.35,2994.68,0
60,3654.71,9.14,511,6261.17,0.11,6,2,6330.59,12058.43,1
39,4061.07,20.61,428,4389.71,0.27,0,3,11505.14,8480.93,0
57,3149.35,8.66,401,7374.23,0.48,7,1,6689.35,7904.09,0
55,4914.29,11.22,354,2954.22,0.8,7,1,8596.63,7154.37,0
57,4662.31,11.37,452,3263.47,0.4,6,0,9066.82,5608.3,1
51,4343.98,0.51,704,14681.08,0.06,5,2,8501.69,7853.23,1
54,2621.87,0.36,316,8730.94,0.71,2,4,9027.09,9563.23,0
58,4006.78,3.09,621,10262.66,0.26,3,4,10945.58,5510.53,0
47,4172.59,25.42,821,6584.43,0.68,7,4,6531.69,5915.99,1
53,3067.79,9.69,499,3364.94,0.33,5,3,10518.8,3796.08,1
37,2238.1,15.47,338,9032.52,0.46,5,0,8051.62,13141.06,0
60,5919.19,21.67,373,10130.66,0.2,1,4,8259.84,6579.24,0
29,4756.84,17.87,846,4813.3,0.85,2,2,7081.07,0.0,1
22,3854.0,31.29,512,4547.51,0.25,6,1,6994.43,8314.13,1
63,5634.22,27.31,329,7140.25,0.69,1,1,8193.18,9923.31,0
61,5197.5,30.82,554,5101.98,0.47,4,3,9818.07,10455.81,1
41,4601.9,10.65,433,706.52,0.91,7,0,13280.04,7029.86,0
