Consumo_kWh,CostoEnergia_USD,TempPromedio_C,HorasPico,PotenciaMax_kW,EmisionesCO2_tn,SectorIndustrial,MantenimientoPrev,EdadEquipo_anios,AhorroPotencial_USD
238.13,570.69,30.26,7.63,159.84,1.36,1,0,8.89,749.08
530.88,484.18,44.19,3.59,70.36,2.19,1,1,17.92,966.13
483.01,481.16,43.63,5.05,78.56,0.44,1,1,8.71,491.8
253.85,162.36,19.15,2.67,108.01,1.41,1,0,5.83,387.19
554.27,524.97,32.31,7.35,105.75,4.9,0,1,6.41,683.21
269.11,571.48,16.16,4.96,71.61,2.05,1,1,17.63,709.41
402.4,221.71,36.44,1.84,101.72,2.24,1,0,13.4,604.75
342.39,179.56,30.95,3.98,136.82,3.9,1,1,2.66,237.45
289.19,165.76,42.26,7.51,53.1,3.57,0,0,4.53,327.37
540.15,91.72,34.13,7.03,84.3,1.56,0,1,16.43,403.04
602.2,291.38,26.93,7.87,87.93,4.88,1,0,14.75,562.74
421.39,173.09,20.24,9.17,132.99,2.62,0,1,20.2,350.42
583.12,146.17,15.74,5.68,100.69,1.58,1,1,4.29,460.17
366.25,459.18,18.91,2.24,79.27,4.92,1,0,8.43,679.5
413.0,476.25,38.61,5.4,49.59,4.21,1,1,7.45,635.83
415.78,444.8,42.74,1.04,72.78,5.5,1,0,1.54,607.21
261.19,426.25,39.73,5.84,70.55,5.68,1,1,5.19,606.79
459.93,349.14,38.83,9.32,60.09,2.69,0,0,8.87,825.8
485.16,111.87,21.03,9.85,66.21,1.32,1,1,11.87,280.42
379.18,588.58,32.39,9.77,100.89,3.7,0,0,10.48,693.97
196.99,592.66,29.81,2.96,88.28,2.96,1,1,16.88,541.86
444.12,540.02,37.66,7.15,66.36,3.93,0,0,22.8,683.9
218.2,476.29,33.38,3.66,84.57,5.56,1,1,13.93,587.44
302.65,478.3,10.69,3.66,96.55,1.33,0,0,8.18,298.55
415.77,389.93,31.49,4.6,67.58,2.32,1,1,24.91,560.22
307.64,138.44,12.33,6.9,68.97,0.39,1,0,17.63,291.03
430.44,507.39,33.04,2.25,98.35,3.19,1,1,22.14,575.86
372.85,432.22,21.53,6.25,100.75,5.45,0,1,21.06,624.54
204.34,120.65,36.35,8.64,71.58,3.18,0,0,4.96,109.86
420.16,395.73,32.19,6.72,88.25,5.83,1,0,7.87,524.97
470.39,177.37,29.32,5.59,107.52,1.44,1,0,2.7,312.09
521.49,369.48,38.99,3.72,101.91,1.82,1,0,23.21,549.2
356.01,209.77,26.93,2.59,56.87,3.01,0,0,7.29,441.57
392.62,411.97,41.19,2.4,84.42,5.46,0,0,23.0,663.24
220.59,483.6,39.36,4.75,75.04,2.29,1,1,23.7,705.73
635.79,105.83,12.02,7.25,72.35,0.41,1,1,8.93,510.2
580.6,118.18,41.32,4.9,69.84,1.52,1,0,23.76,265.8
396.18,598.86,31.72,6.92,50.87,2.75,1,1,5.78,526.93
385.02,435.4,43.78,9.79,145.85,2.78,1,0,13.75,486.16
48.37,240.72,35.61,9.53,88.65,3.42,0,0,23.18,276.4
524.23,203.7,37.59,3.87,122.53,4.99,1,0,5.15,607.18
467.54,297.78,28.85,4.93,94.13,2.19,1,0,14.01,671.41
497.54,571.84,43.77,2.09,23.91,4.78,1,0,10.67,758.88
351.37,438.52,34.64,4.28,99.96,2.93,1,0,6.57,567.47
343.67,596.73,24.67,8.16,141.38,1.45,1,0,10.5,856.22
251.75,366.21,12.41,8.6,89.77,2.38,1,0,3.11,397.5
493.36,299.71,44.23,1.49,77.33,3.95,1,0,20.3,658.58
550.26,186.64,40.86,5.9,78.56,4.25,1,1,8.78,584.14
534.87,359.91,32.28,7.3,83.83,3.0,0,1,2.06,564.09
422.47,414.84,29.32,6.67,125.45,0.92,1,0,8.74,554.96
360.8,347.92,31.33,7.23,77.18,1.93,0,1,6.34,634.73
273.76,149.7,40.63,9.8,59.39,5.62,0,0,14.56,271.52
315.79,167.38,42.34,2.02,102.61,4.12,0,1,12.81,286.95
456.11,490.0,20.19,7.48,129.61,3.34,0,1,13.75,614.38
365.85,191.24,20.63,8.55,58.82,3.79,0,1,24.97,371.98
596.97,134.76,11.71,8.25,149.89,5.23,0,1,7.18,417.56
538.28,165.15,44.66,6.37,79.15,5.89,1,0,13.38,629.45
327.78,547.34,43.78,7.69,127.06,1.83,0,1,4.18,658.21
254.12,404.19,37.52,2.38,96.88,5.42,1,0,13.3,544.42
334.19,481.42,25.52,6.63,111.92,1.84,1,0,11.83,430.33
527.85,199.19,29.95,4.56,99.53,0.72,1,1,5.68,506.93
337.13,407.11,37.1,7.45,86.9,3.96,1,0,18.79,377.01
465.52,180.76,17.75,8.47,34.63,4.83,1,1,3.75,507.89
332.09,350.76,17.65,5.46,17.31,4.31,1,0,13.38,478.56
441.18,118.07,29.66,1.31,94.57,2.26,1,0,6.91,265.34
463.38,348.86,33.72,4.31,84.38,0.54,1,0,11.99,694.57
518.3,198.97,27.89,5.75,105.25,1.59,1,1,12.39,491.68
571.99,195.04,20.56,1.66,46.49,2.36,1,1,24.91,471.92
557.23,338.12,23.62,1.85,72.24,5.99,0,1,9.8,661.0
336.38,377.74,30.56,3.04,84.78,3.5,1,1,9.94,438.02
382.36,444.98,12.08,8.73,118.24,3.63,1,1,10.54,409.91
259.18,238.22,44.18,6.7,113.81,1.53,1,1,10.91,236.24
371.72,229.93,44.0,7.6,53.98,4.96,1,0,24.2,431.29
402.92,123.71,39.51,7.96,65.85,0.33,1,0,12.19,385.42
351.52,245.11,22.82,6.89,100.45,4.03,0,1,24.2,294.2
339.57,259.94,33.37,6.42,96.91,2.49,1,1,24.91,362.22
523.85,336.57,32.5,5.85,96.72,3.98,1,0,23.96,573.73
508.9,296.4,24.31,7.82,127.03,1.79,0,1,12.08,492.01
447.89,442.86,40.84,6.38,101.79,5.28,1,0,11.62,537.05
246.7,315.45,29.35,5.47,109.67,3.36,1,1,22.87,379.2
424.11,517.12,11.32,7.8,112.3,1.97,0,1,13.91,864.37
353.89,356.01,20.43,3.3,79.75,3.21,1,1,10.25,484.7
557.89,385.61,36.03,1.25,55.34,4.84,1,1,20.86,649.45
183.73,442.53,39.9,9.04,139.68,5.34,1,1,2.53,397.27
332.94,431.09,31.42,9.73,95.57,5.11,1,0,15.86,478.89
329.6,565.75,33.03,7.16,71.06,5.19,1,0,12.01,642.58
344.01,465.07,37.44,8.11,68.58,5.19,1,1,17.3,620.48
514.91,576.8,24.81,1.37,109.07,1.34,0,1,22.61,876.85
117.72,257.83,14.85,2.36,49.58,3.96,1,1,23.21,274.17
375.03,585.93,20.29,8.86,40.17,1.75,0,0,22.26,844.03
502.09,391.46,27.19,4.82,64.48,2.93,1,0,6.29,547.6
517.61,241.15,34.84,1.29,146.73,5.63,0,1,15.83,583.51
334.11,151.68,22.94,2.68,112.66,4.31,0,0,13.31,263.42
318.43,349.11,18.28,6.12,116.96,2.59,0,1,9.07,501.77
441.55,580.57,24.74,5.66,82.63,1.2,0,1,10.55,715.73
418.12,517.59,38.21,3.08,101.04,4.25,0,0,21.74,741.95
408.33,468.28,31.93,9.76,97.66,3.83,1,0,6.51,640.18
-56.17,108.31,26.69,7.76,86.07,3.99,0,0,18.69,0.0
264.74,482.27,19.51,7.39,88.73,2.52,1,0,14.15,466.44
296.41,437.63,19.18,6.43,85.39,0.55,1,1,2.09,616.18
477.16,515.52,18.48,7.95,78.59,4.96,0,1,22.05,683.64
227.11,134.54,30.78,2.09,90.38,4.72,1,1,9.7,236.91
274.4,284.84,14.3,9.17,75.99,3.66,1,1,13.72,436.36
381.47,255.32,38.25,8.24,83.84,1.82,1,1,23.16,468.98
245.49,481.54,26.81,9.48,77.04,2.34,1,0,19.37,543.75
477.14,475.16,43.62,1.91,80.88,3.57,0,1,23.52,627.81
353.03,340.01,18.51,1.04,103.8,5.63,1,0,6.25,535.49
619.95,269.13,33.7,8.08,114.64,4.24,0,0,4.44,549.94
324.43,133.74,23.2,9.87,83.5,1.81,0,1,13.92,194.99
330.85,158.87,44.34,7.64,101.28,1.0,1,1,14.56,65.03
496.53,85.44,32.05,9.37,96.61,4.92,0,0,11.53,326.39
321.36,482.8,34.06,4.92,101.78,3.51,0,1,3.42,578.81
581.39,558.64,14.95,2.96,90.48,1.97,0,1,3.01,623.12
457.95,97.33,22.71,9.14,83.94,1.93,1,0,8.01,604.42
363.53,493.51,35.01,1.03,80.67,5.42,0,0,2.59,799.41
380.7,223.6,21.61,6.23,87.18,5.81,1,1,21.7,414.22
742.08,347.72,37.16,7.19,89.96,1.94,1,1,5.92,741.26
458.64,440.44,35.62,1.43,58.55,3.39,0,0,20.92,498.55
418.06,254.2,13.35,9.21,71.57,0.83,1,0,10.82,650.97
384.09,590.84,14.29,9.24,50.44,3.44,1,0,24.87,680.76
524.46,592.51,14.37,9.61,67.52,3.65,0,1,24.78,929.82
217.8,429.46,11.13,8.34,92.67,0.86,0,0,14.06,615.21
378.26,591.54,21.45,5.17,101.19,5.73,0,1,15.15,595.01
59.96,141.19,33.76,5.89,44.16,4.55,1,1,6.65,155.31
335.99,86.28,27.46,7.9,110.25,1.07,0,0,5.03,249.09
501.75,522.74,14.71,5.61,103.38,5.38,0,1,13.97,602.23
565.87,440.08,29.36,6.46,154.83,1.86,1,0,6.68,677.42
472.72,242.25,41.61,8.63,122.25,3.97,1,0,18.34,502.0
476.8,352.8,11.38,2.02,52.17,3.53,0,0,18.85,611.14
194.09,287.16,24.75,9.19,76.76,2.14,0,0,12.3,420.85
318.6,315.82,16.02,3.23,151.26,3.27,0,1,22.29,349.33
576.93,376.38,11.25,1.21,31.06,4.73,1,1,15.18,637.71
337.14,348.61,11.54,1.22,104.1,5.78,1,1,21.26,443.17
383.68,399.58,28.6,9.02,129.94,1.03,1,1,6.08,506.04
303.33,252.81,28.31,7.49,111.67,3.11,1,0,1.1,249.55
287.95,372.36,19.92,8.87,84.82,5.85,1,1,4.24,352.25
343.57,528.81,33.4,5.75,110.89,2.71,0,1,16.48,530.99
320.67,267.99,19.66,6.11,103.09,4.08,0,1,2.06,416.24
514.9,226.12,21.39,2.28,83.74,3.79,0,0,15.4,500.7
425.84,334.21,10.07,9.57,105.26,2.48,1,1,22.72,510.04
522.27,246.8,14.2,4.42,83.73,4.78,0,0,16.4,510.6
233.53,549.78,24.33,5.87,120.35,0.45,0,0,14.7,569.98
547.05,395.51,26.29,3.95,102.57,5.79,1,1,5.66,449.23
402.57,465.57,16.68,3.11,76.86,3.45,0,0,19.88,671.44
620.72,95.76,37.42,5.7,111.15,0.76,1,1,20.06,560.97
393.67,130.99,29.02,5.63,51.54,4.76,1,1,11.75,278.99
220.79,289.66,34.38,9.82,80.63,3.9,1,0,18.67,299.63
554.11,296.94,21.2,5.92,148.46,0.38,0,1,23.04,618.57
383.62,114.25,30.04,8.15,94.19,4.1,1,1,22.56,454.92
141.75,493.14,17.01,8.18,103.31,2.52,1,1,18.04,493.81
417.42,373.18,23.18,6.83,97.78,0.51,1,1,18.27,698.08
427.75,339.65,30.23,3.47,82.3,1.15,1,0,11.53,701.2
529.13,431.25,19.78,8.78,78.84,2.36,1,0,24.31,764.42
-30.5,440.24,17.9,6.19,73.06,5.78,1,1,17.62,292.4
537.86,252.05,27.9,9.18,108.94,5.85,0,1,11.83,388.14
343.05,327.56,31.91,1.46,79.06,4.18,0,0,13.35,376.89
631.15,382.2,36.87,1.59,107.3,5.4,1,1,4.11,625.19
193.81,82.31,37.08,7.99,127.5,5.82,1,1,19.4,230.25
465.44,153.49,16.46,2.1,92.97,0.67,0,0,15.32,471.49
449.41,282.74,12.18,4.49,87.13,3.71,1,1,23.03,393.1
349.35,103.31,31.51,3.02,86.82,5.51,0,1,12.29,359.81
307.14,108.26,43.25,5.42,78.21,5.31,0,1,11.68,189.25
355.15,347.6,42.39,2.6,79.45,3.53,1,1,13.43,397.6
358.39,399.13,36.92,8.94,105.68,2.74,0,0,22.64,415.97
249.59,206.09,17.79,9.47,64.87,2.25,1,1,9.5,187.76
519.16,545.84,18.02,6.21,104.29,4.83,0,1,21.17,818.08
268.94,500.75,29.54,2.76,67.99,5.11,1,0,19.95,512.9
522.78,526.85,18.81,7.32,91.81,1.14,0,0,23.78,569.29
185.33,317.63,32.78,7.75,35.54,2.24,1,1,10.68,267.65
378.74,504.21,38.99,4.17,110.31,2.39,0,1,22.24,663.72
380.52,427.62,20.17,4.26,134.37,4.32,0,0,15.41,421.62
398.1,128.74,41.52,4.88,75.63,2.01,0,0,23.13,271.86
514.76,87.0,25.02,1.46,82.58,3.56,1,0,5.35,331.61
375.72,568.76,25.32,4.57,101.29,5.15,0,0,2.15,721.47
345.05,360.55,33.25,3.42,130.56,1.67,0,1,10.92,425.54
376.08,461.56,38.25,3.41,109.66,3.41,0,1,1.8,511.74
517.72,164.06,35.07,2.27,54.73,1.83,0,0,18.32,466.53
255.33,443.06,28.76,5.02,89.64,4.19,1,1,17.37,733.82
277.52,418.49,39.22,4.8,122.44,4.76,1,0,18.26,582.96
165.2,548.89,43.11,2.55,130.36,1.91,0,0,13.96,483.12
643.27,237.84,42.58,3.55,96.31,1.51,1,1,13.37,569.71
260.83,269.06,20.63,1.56,86.87,4.15,1,0,7.8,424.64
173.75,399.59,23.49,4.0,91.76,5.36,0,0,11.65,363.57
302.93,537.46,37.04,3.05,95.83,2.26,1,0,14.92,615.2
326.51,219.71,34.4,5.66,96.41,3.96,0,1,16.42,444.91
575.85,129.75,34.32,3.14,74.07,2.46,0,0,23.39,306.72
344.21,249.14,37.7,5.17,74.17,1.7,1,0,22.87,443.58
435.01,412.0,34.68,8.37,128.7,2.39,0,1,3.4,414.49
185.11,598.69,19.66,7.12,60.19,1.14,0,1,16.42,587.33
424.96,170.22,29.78,4.99,72.5,1.52,1,1,13.99,257.91
202.14,501.85,21.91,1.82,119.09,3.14,0,0,24.26,488.11
362.37,196.85,20.47,1.12,67.2,4.48,0,0,8.32,441.05
308.82,347.52,20.88,7.41,76.34,0.76,0,0,1.43,495.6
406.99,469.44,23.96,2.97,90.45,2.45,0,0,3.14,528.72
476.13,136.15,24.8,8.79,54.66,0.78,1,1,21.06,217.83
239.69,494.66,20.06,1.73,178.97,4.74,0,1,10.53,547.56
263.63,120.71,32.53,5.98,48.24,5.3,0,1,16.13,162.03
423.23,248.78,36.93,5.35,116.41,4.65,0,1,12.74,480.91
482.47,97.15,29.49,7.94,129.09,4.29,0,1,13.59,326.54
570.09,518.67,33.12,9.04,75.07,1.18,0,0,18.69,958.64
343.37,393.15,17.55,4.07,83.5,4.97,1,0,6.09,493.66
221.02,166.14,34.09,1.34,69.71,5.69,1,1,9.65,221.16
422.4,140.84,44.74,2.65,68.69,3.83,0,0,11.2,485.49
304.64,327.53,22.3,2.28,111.57,0.51,0,1,16.39,459.1
289.07,83.8,16.91,1.83,72.49,0.79,1,0,24.6,247.03
568.98,491.93,20.2,3.51,46.22,1.39,1,0,15.71,603.68
474.25,583.73,17.86,6.21,93.66,0.75,0,0,23.49,765.48
312.63,98.31,30.07,4.82,94.62,1.03,1,1,1.44,230.82
397.75,384.63,43.1,8.75,98.69,1.01,1,0,5.97,517.61
389.72,397.99,11.93,5.23,42.14,3.81,0,0,3.75,533.5
419.81,85.33,39.09,3.59,150.93,3.5,0,0,12.01,406.13
351.29,478.15,22.65,9.5,111.74,3.5,1,0,10.57,642.42
171.99,214.92,22.31,1.17,65.89,5.92,1,1,6.36,118.28
282.84,419.31,23.05,6.82,61.5,2.4,0,0,24.16,453.6
336.16,189.26,31.29,2.41,82.52,2.76,0,0,17.83,401.39
403.37,125.59,15.34,5.52,122.3,3.49,1,0,17.53,348.42
270.12,210.35,42.15,9.31,110.37,3.5,1,1,23.36,339.56
422.35,536.17,23.42,2.75,72.85,3.55,0,1,18.2,578.87
354.25,475.24,35.14,3.78,95.24,4.68,1,0,21.85,745.94
308.86,335.15,44.35,4.11,128.17,5.85,1,1,22.1,488.37
247.57,140.37,31.33,9.55,91.6,0.31,1,0,2.28,421.26
453.58,189.55,39.11,6.73,51.56,4.22,0,0,12.32,600.09
450.91,580.28,17.62,3.3,74.17,4.6,1,0,3.61,700.74
496.03,153.1,13.78,7.63,63.68,5.98,0,1,14.55,304.41
465.91,229.52,23.71,2.65,71.26,4.18,1,0,6.74,513.54
474.9,367.94,21.97,2.54,96.99,0.72,0,1,23.01,678.0
445.85,272.34,14.04,3.28,116.8,2.8,0,1,15.58,605.56
188.99,219.94,27.6,9.5,75.77,4.6,1,0,19.24,390.02
366.51,433.29,36.79,3.05,101.22,0.75,1,1,7.67,665.9
228.11,161.4,17.72,7.05,115.0,0.74,0,1,16.37,213.43
564.31,325.54,22.62,5.63,86.37,5.48,1,0,8.67,686.51
398.32,140.15,11.29,2.28,45.86,0.86,0,0,5.54,333.95
552.37,229.63,26.26,7.31,61.55,0.97,1,1,1.85,514.2
276.36,266.94,43.1,4.29,98.02,3.59,1,0,7.57,507.81
388.98,412.65,15.77,9.04,66.26,2.13,0,1,2.33,623.89
431.6,318.17,14.0,1.14,51.41,5.97,0,1,18.13,407.18
360.29,228.06,14.47,4.25,39.28,2.27,0,1,12.28,528.28
422.53,435.71,28.61,4.44,142.01,1.64,0,0,15.1,648.78
577.86,326.04,22.77,6.55,48.96,3.22,1,0,14.36,609.03
276.17,456.15,35.44,6.26,103.46,3.8,1,1,19.51,380.06
83.45,280.5,39.06,7.34,130.67,5.79,1,0,15.33,249.87
592.07,457.51,12.24,9.74,107.82,0.4,0,0,23.66,813.72
305.0,376.01,44.12,8.99,106.37,0.51,1,0,11.38,501.86
534.7,208.63,29.09,3.45,71.79,0.38,1,0,9.07,445.39
478.23,362.86,34.57,3.9,60.85,1.61,1,0,21.41,624.82
374.0,150.32,41.39,3.99,115.44,2.63,0,0,10.71,346.85
445.64,84.77,19.93,8.51,92.63,4.33,1,0,18.75,550.83
263.14,439.39,26.02,1.01,100.38,3.04,1,0,8.71,468.52
410.31,172.48,42.1,1.85,81.37,2.8,1,1,15.54,378.58
471.28,387.93,21.27,1.79,92.81,4.03,1,1,8.25,585.13
307.08,322.32,43.45,2.52,130.37,5.73,1,1,23.85,466.87
354.37,306.78,32.38,5.99,48.39,4.44,1,1,16.6,437.15
437.51,243.19,32.75,2.36,121.2,1.09,0,0,22.95,511.52
558.79,351.5,13.19,8.23,91.16,0.51,1,0,5.35,659.96
399.62,585.57,23.43,8.33,128.32,0.76,1,0,14.24,838.62
348.32,478.37,18.65,4.12,111.25,2.02,1,1,14.24,321.09
382.43,295.16,27.03,2.93,76.27,2.94,0,0,1.19,284.6
539.22,533.6,36.76,2.29,124.33,4.67,0,0,12.96,638.57
323.02,353.91,35.56,5.82,117.37,0.6,0,0,7.66,548.94
363.97,592.64,34.74,5.38,84.84,4.12,1,0,16.23,722.73
324.13,584.78,18.91,1.05,59.96,2.93,1,1,22.62,710.28
375.48,94.68,34.51,3.77,76.39,1.95,0,0,19.44,376.48
425.64,170.73,26.71,5.51,93.93,5.45,1,0,8.5,339.64
524.07,516.0,27.11,2.37,77.09,2.94,0,1,13.11,824.84
145.05,269.47,31.76,3.48,120.82,0.75,1,0,13.4,365.88
466.66,208.23,14.9,7.66,82.58,5.15,1,1,6.52,529.97
293.01,359.07,42.6,4.46,141.26,4.68,1,1,16.39,383.38
471.17,429.34,31.73,2.53,127.19,5.26,0,0,6.24,508.62
548.76,244.24,22.53,8.16,127.36,2.9,0,1,17.55,431.07
519.47,527.26,30.24,6.73,100.75,2.09,0,0,10.21,755.91
418.96,340.47,33.69,6.64,110.59,1.74,1,1,23.16,356.37
500.14,200.43,40.2,1.73,107.87,1.67,1,0,3.43,493.18
286.79,430.94,27.96,4.69,72.65,3.43,1,0,14.62,703.29
391.86,324.47,34.05,3.18,118.52,3.94,0,1,20.29,515.63
582.34,158.62,20.8,6.37,117.96,1.92,0,1,2.31,501.24
305.29,117.79,23.55,1.51,147.99,5.45,0,0,2.75,259.95
423.67,394.2,12.7,7.09,102.69,1.35,1,1,18.06,553.12
355.7,113.51,32.85,6.32,102.63,0.82,1,0,21.72,337.08
376.59,586.14,32.98,4.45,109.29,4.48,0,0,24.56,640.09
448.73,186.04,12.17,4.71,40.1,1.43,1,0,11.93,352.07
367.66,593.01,23.99,5.15,102.0,2.02,0,1,17.24,641.47
399.59,246.9,13.37,3.07,99.13,2.26,0,0,6.75,455.82
339.45,562.06,29.74,5.07,77.81,2.55,0,1,2.75,506.94
181.0,410.8,22.26,4.75,83.45,4.63,1,1,12.8,304.5
423.17,129.93,36.98,7.41,50.29,2.31,0,1,16.15,203.81
452.74,213.35,24.63,5.11,38.97,0.77,1,0,24.02,359.65
565.86,283.86,44.8,5.94,86.58,3.55,1,1,23.89,574.59
384.18,298.41,34.84,5.36,127.6,4.3,0,1,10.75,370.35
232.63,373.23,19.05,6.82,65.09,0.82,0,0,17.67,485.9
309.52,389.29,14.19,3.81,113.81,1.68,0,0,14.97,852.97
464.85,241.49,35.39,1.6,85.36,5.85,0,1,15.14,560.14
389.86,126.16,21.51,3.16,90.86,5.66,1,0,14.56,497.54
433.51,439.28,12.57,7.52,109.22,4.9,0,0,22.19,525.38
357.63,320.58,30.21,3.27,81.69,5.15,1,0,22.9,712.96
624.38,435.57,13.6,8.06,84.76,1.13,1,1,3.52,895.4
607.36,375.52,18.72,3.95,64.84,0.64,0,0,6.19,548.57
288.21,83.28,26.42,1.91,111.67,1.36,0,0,4.88,122.51
509.08,497.21,37.17,2.91,99.3,3.3,0,0,10.96,782.28
436.49,479.43,24.68,7.35,131.01,2.81,0,0,12.06,600.51
401.63,289.76,20.56,8.48,80.9,4.17,0,0,21.82,560.5
296.84,486.4,16.6,9.18,119.26,5.78,1,0,11.68,583.05
594.58,88.83,23.15,5.0,72.16,0.61,0,1,24.34,523.79
539.83,301.55,11.31,7.11,141.89,1.56,0,0,4.14,714.16
225.15,300.87,22.9,5.06,87.09,5.64,0,0,9.93,395.66
566.02,182.04,19.4,6.51,87.95,0.56,0,0,3.7,556.8
395.39,194.02,13.99,5.86,99.07,2.18,1,1,19.53,335.07
328.27,104.96,15.82,6.3,138.36,4.11,0,1,12.57,284.12
282.81,422.08,42.55,1.72,114.17,4.36,1,1,11.53,566.12
513.38,578.33,22.84,1.27,123.6,2.36,0,0,12.62,641.67
447.99,561.64,34.55,4.59,114.57,1.18,1,0,24.01,693.47
295.1,184.24,42.06,6.6,111.66,1.73,0,0,21.25,451.26
302.67,361.31,14.32,3.36,94.25,5.79,1,1,2.37,459.47
353.5,493.14,30.88,3.55,74.05,0.5,1,1,4.82,317.03
338.5,252.12,41.74,8.81,125.09,5.92,0,0,8.03,447.43
463.33,171.14,43.21,9.8,109.15,5.11,1,0,7.95,423.79
445.45,90.87,24.99,9.46,85.97,0.52,0,0,4.31,318.67
323.72,464.01,24.09,5.19,68.08,5.17,0,1,4.27,633.92
201.1,220.81,43.89,6.95,44.02,1.67,1,1,24.61,539.75
239.92,178.03,35.63,8.45,63.66,1.91,1,0,16.15,335.53
504.41,547.38,40.34,7.75,67.12,5.08,0,0,4.64,675.66
280.62,510.07,37.1,6.47,91.32,3.46,1,0,22.36,569.33
413.34,493.29,33.4,1.77,57.68,4.68,1,0,8.61,701.02
188.42,109.16,24.04,1.79,65.69,1.02,0,1,15.18,65.52
447.65,562.91,24.04,1.2,92.92,3.68,0,0,2.2,827.16
630.34,314.16,34.06,5.54,107.61,5.89,0,1,23.17,537.15
240.63,212.77,39.09,7.85,37.39,4.61,1,1,17.92,195.45
465.96,460.39,12.36,8.49,71.25,4.36,1,0,14.94,593.63
432.7,99.33,40.53,5.83,66.99,4.0,1,0,11.83,374.32
510.15,156.89,28.62,2.76,89.53,4.44,1,1,24.39,399.37
384.25,300.17,28.99,5.52,123.22,2.68,1,1,21.0,419.09
432.74,585.26,37.3,6.39,86.63,3.74,0,1,21.22,784.98
421.84,97.59,39.18,4.89,59.37,0.78,0,1,1.05,390.13
468.74,112.16,17.84,8.83,87.78,2.32,0,1,3.01,318.9
299.31,140.41,37.96,6.23,73.32,5.8,1,1,11.78,228.18
423.09,235.05,11.33,7.43,127.77,1.48,0,1,20.67,488.06
497.24,216.04,34.98,8.28,81.46,4.17,0,1,18.73,534.67
540.16,168.52,29.72,3.86,97.55,1.09,1,0,5.74,568.68
459.49,446.28,35.22,6.04,56.65,3.65,0,1,4.37,777.53
264.17,457.93,39.4,7.11,49.39,3.16,0,1,22.82,472.57
213.57,283.6,43.74,9.42,43.16,0.85,1,1,3.07,373.93
449.04,360.57,26.4,6.04,86.55,0.81,1,1,20.14,507.02
278.6,380.95,28.16,8.91,63.0,2.5,1,0,7.47,480.04
501.32,507.67,22.17,6.66,135.93,2.81,1,1,22.64,676.53
365.47,298.48,19.8,2.19,76.6,3.9,1,0,12.3,657.77
521.39,549.92,30.6,4.4,101.02,4.41,1,1,7.69,820.74
655.1,503.6,22.72,6.35,78.23,1.14,1,1,12.7,906.61
392.52,362.65,24.83,5.92,101.43,1.59,1,0,19.95,700.11
386.08,230.5,13.66,5.95,84.7,4.64,1,0,3.75,331.77
521.62,459.7,13.7,9.74,58.85,1.67,0,0,18.85,756.53
527.67,443.81,41.97,5.64,68.17,3.14,1,1,12.95,700.26
604.19,156.18,16.29,5.86,87.61,3.86,0,0,23.91,514.33
423.59,550.55,39.03,9.35,60.97,2.45,1,1,16.91,736.89
324.06,179.02,35.02,2.76,77.19,1.77,1,1,11.89,373.31
400.93,113.54,25.34,6.51,110.85,5.77,1,1,19.59,52.56
325.16,81.76,17.41,8.69,80.24,4.42,0,1,21.49,440.83
428.78,479.05,11.78,3.09,91.75,0.48,1,1,21.65,698.69
295.81,81.68,40.51,2.19,83.99,5.64,0,0,24.71,126.69
508.24,209.1,33.59,2.14,62.98,2.64,0,0,8.91,578.56
483.7,585.41,16.44,9.54,56.0,1.4,1,0,24.51,842.42
416.68,133.76,12.29,1.56,111.08,1.31,1,0,14.89,407.22
403.07,385.9,42.19,1.85,114.67,5.93,0,1,19.57,681.25
376.43,109.53,19.81,2.79,59.08,3.5,0,1,3.78,305.7
557.47,320.36,19.15,5.12,111.95,1.27,0,0,18.01,568.14
542.49,403.43,31.76,8.0,91.84,2.49,0,1,13.95,583.55
417.49,356.28,28.26,1.86,101.84,4.95,0,1,11.02,462.65
297.2,428.38,19.05,8.71,140.78,4.62,0,0,19.42,588.42
258.78,158.95,17.34,2.63,38.21,1.41,1,1,2.26,394.13
434.51,445.87,41.46,9.54,78.34,1.85,1,1,23.64,739.72
323.43,96.18,20.32,3.6,97.49,2.09,1,0,24.11,244.65
457.11,234.03,12.49,3.69,111.28,3.8,0,1,7.09,465.33
353.6,562.28,31.86,1.95,62.87,0.52,1,0,21.95,736.64
492.85,175.47,40.17,1.58,106.44,5.21,1,1,12.33,374.82
424.89,160.4,11.53,5.48,94.09,4.32,1,1,21.92,241.76
519.77,293.91,15.65,8.71,127.62,4.5,1,1,17.88,644.73
131.93,305.84,17.69,1.71,76.08,3.72,1,1,22.16,374.41
372.75,226.95,34.28,1.46,107.21,0.33,0,1,11.27,424.06
666.01,178.53,20.04,4.89,89.4,4.13,0,0,23.53,556.57
99.62,201.74,40.35,4.78,68.39,3.98,0,0,2.94,368.11
501.12,433.73,18.26,8.72,72.99,4.51,1,0,8.89,709.5
450.16,139.48,30.19,2.62,72.91,5.83,1,0,19.42,481.85
554.28,140.79,11.88,8.12,86.97,0.42,1,0,5.35,390.23
379.17,162.4,37.41,3.72,94.91,2.91,0,0,23.8,388.22
542.84,550.68,44.69,1.43,76.11,3.28,0,0,9.84,903.4
546.03,522.83,33.65,4.28,112.42,0.44,0,0,15.37,811.7
423.61,573.6,31.95,4.57,82.24,2.16,0,0,6.03,715.55
260.32,567.74,19.78,6.64,120.39,3.43,1,0,19.88,513.34
