ConsumoProm_kWh,DemandaMax_kW,FactorCarga,HorasPico_Mes,TemperaturaMedia_C,UsoHVAC_%,UsoProceso_%,EmisionesCO2_tn,TipoCliente
473.43,102.61,0.54,80.9,15.6,25.9,33.5,1.71,Industrial
471.8,66.96,0.28,143.7,15.68,17.2,6.4,4.65,Comercial
648.72,82.58,0.82,75.4,34.5,11.5,11.5,0.86,Industrial
498.49,60.23,0.3,21.1,39.61,40.9,9.2,3.4,Industrial
470.59,33.75,0.21,61.7,22.09,49.1,59.9,1.11,Comercial
340.55,91.07,0.82,199.3,32.14,55.5,45.2,2.48,Comercial
482.26,118.1,0.4,106.6,12.17,80.4,43.2,3.79,Residencial
387.01,81.01,0.42,146.2,15.94,35.5,15.8,6.07,Industrial
480.25,94.71,0.27,33.5,38.43,64.4,54.2,1.09,Comercial
432.08,98.88,0.36,118.7,12.43,73.2,53.2,2.53,Comercial
430.29,89.43,0.67,40.0,12.36,23.5,20.0,4.84,Industrial
438.52,49.55,0.78,148.6,11.12,75.5,29.7,0.44,Comercial
360.65,90.57,0.52,191.8,22.75,22.2,78.2,3.36,Comercial
286.6,93.37,0.72,83.4,39.93,28.1,23.7,6.45,Comercial
510.45,83.95,0.82,198.2,21.71,81.5,64.3,2.44,Residencial
356.93,77.92,0.81,90.3,20.78,88.0,20.3,5.05,Industrial
530.07,81.49,0.48,181.0,34.77,45.5,40.0,4.56,Comercial
369.86,57.41,0.72,57.5,20.15,25.9,46.0,0.26,Comercial
351.59,73.71,0.52,162.0,28.8,23.3,18.7,2.64,Comercial
498.13,112.36,0.54,118.3,21.24,69.8,16.0,0.81,Residencial
339.65,71.24,0.47,91.7,37.35,84.0,54.2,0.42,Industrial
344.14,96.83,0.78,96.7,38.71,58.1,13.3,2.14,Residencial
505.99,73.94,0.88,117.1,11.9,48.0,33.1,2.06,Industrial
235.77,91.56,0.62,56.9,26.59,12.1,28.8,5.01,Industrial
388.43,90.71,0.53,187.1,16.47,74.2,45.0,0.84,Residencial
374.88,80.2,0.55,129.1,10.43,33.6,47.7,4.43,Industrial
230.63,85.36,0.41,51.7,23.7,38.5,46.7,1.03,Industrial
493.29,81.88,0.5,120.6,23.32,38.3,47.7,3.96,Comercial
541.19,85.35,0.84,75.7,36.42,19.6,25.6,0.36,Industrial
334.25,32.1,0.28,35.6,39.75,41.4,36.5,1.55,Comercial
455.88,128.42,0.65,47.1,25.45,13.6,77.3,0.48,Comercial
419.71,61.16,0.55,163.4,11.38,27.6,43.9,1.51,Industrial
422.98,98.33,0.88,52.9,37.02,56.2,49.1,6.42,Industrial
516.21,51.17,0.44,136.6,15.2,78.0,26.6,3.61,Industrial
513.29,54.19,0.87,168.8,25.37,52.4,19.8,5.05,Industrial
259.6,86.26,0.56,80.6,20.21,82.5,20.3,5.23,Residencial
441.92,88.39,0.21,140.1,26.84,14.1,21.0,3.54,Industrial
401.59,88.05,0.49,62.2,12.01,47.9,48.7,4.04,Residencial
584.76,66.23,0.37,176.7,29.14,85.0,77.5,1.39,Residencial
400.43,53.02,0.83,58.6,28.08,44.1,44.8,6.44,Industrial
414.37,85.9,0.39,150.8,12.15,16.7,54.9,4.24,Industrial
365.2,90.67,0.74,160.5,35.32,46.8,12.6,0.8,Industrial
373.04,76.76,0.88,103.1,15.41,51.5,66.4,2.69,Industrial
41.65,67.27,0.43,198.7,26.86,76.5,26.1,6.8,Comercial
425.69,106.15,0.44,114.8,24.45,39.1,6.5,0.57,Comercial
292.65,69.07,0.5,192.8,19.36,61.1,68.2,0.45,Industrial
353.32,88.99,0.53,177.4,17.91,53.7,53.7,0.29,Industrial
824.11,121.58,0.61,67.5,27.33,62.2,69.3,6.91,Comercial
354.79,106.26,0.72,102.1,24.07,66.8,66.2,1.01,Industrial
571.79,102.67,0.5,159.6,22.21,67.5,54.7,5.04,Comercial
350.83,64.23,0.66,27.1,32.71,31.3,28.4,5.84,Comercial
153.27,116.85,0.38,51.4,13.97,63.8,78.0,2.08,Industrial
336.23,64.23,0.32,42.4,13.6,14.5,61.4,0.54,Residencial
544.98,77.12,0.44,183.7,23.8,58.4,67.6,6.77,Industrial
374.57,78.38,0.7,23.9,17.17,23.4,50.9,2.14,Residencial
445.33,56.31,0.29,72.6,27.71,79.8,47.4,3.24,Industrial
472.21,52.62,0.91,84.7,32.12,88.4,38.6,0.89,Comercial
454.51,113.35,0.49,84.8,38.26,71.7,68.4,4.76,Residencial
591.19,88.61,0.82,33.0,18.35,31.5,33.9,6.09,Comercial
438.79,97.79,0.88,50.5,18.53,74.2,70.0,5.66,Comercial
538.02,97.83,0.77,70.6,29.96,60.3,62.0,2.72,Industrial
595.4,119.58,0.84,170.5,24.56,89.2,75.8,2.64,Industrial
523.94,108.72,0.56,132.8,32.51,67.7,56.3,2.22,Industrial
196.09,75.91,0.66,53.9,13.66,29.6,35.9,6.44,Comercial
383.84,88.49,0.3,54.3,26.5,79.8,36.2,4.0,Industrial
426.99,97.22,0.34,172.3,26.3,17.2,32.8,6.52,Residencial
268.19,37.16,0.92,180.9,23.1,78.1,38.2,6.16,Industrial
479.11,55.83,0.4,72.7,16.95,56.4,70.7,1.99,Comercial
226.31,117.61,0.67,186.6,13.92,42.8,20.0,2.2,Comercial
656.2,88.57,0.26,145.1,10.15,15.1,28.1,3.51,Comercial
180.14,72.58,0.3,171.7,14.55,45.3,43.1,5.48,Comercial
428.73,74.79,0.68,55.1,22.88,14.9,28.7,4.69,Comercial
12.96,84.76,0.57,181.8,34.96,23.7,12.4,6.64,Industrial
521.5,66.72,0.93,126.5,24.68,14.5,36.3,4.77,Residencial
285.77,67.19,0.53,65.8,28.36,82.6,40.6,2.23,Residencial
455.33,78.57,0.65,144.7,10.37,25.3,72.0,2.34,Comercial
163.25,83.9,0.71,86.4,33.48,13.7,74.1,5.43,Residencial
319.76,76.2,0.56,156.3,22.64,30.3,44.8,0.38,Industrial
553.04,104.31,0.78,109.9,37.61,41.8,11.9,2.82,Comercial
431.26,87.94,0.77,198.1,28.29,40.8,44.8,4.88,Residencial
323.23,57.2,0.44,188.2,28.54,87.0,68.6,2.1,Industrial
514.51,55.59,0.27,68.3,26.75,33.3,11.7,1.29,Comercial
369.41,49.75,0.32,66.4,28.03,40.2,77.2,1.07,Industrial
611.89,76.46,0.46,173.0,17.66,87.0,54.4,1.24,Comercial
516.87,71.84,0.8,23.5,25.2,54.8,11.9,2.46,Industrial
628.81,107.53,0.4,42.9,10.23,12.0,39.9,4.73,Comercial
326.93,95.08,0.69,133.4,20.34,80.6,12.2,1.57,Comercial
804.69,83.61,0.91,65.1,24.61,77.6,36.5,6.19,Industrial
258.74,109.44,0.38,71.5,21.05,45.0,38.7,1.18,Industrial
145.08,56.11,0.94,105.5,17.5,16.6,31.1,0.48,Industrial
648.83,91.59,0.79,91.4,13.03,68.8,6.7,1.19,Comercial
447.16,118.5,0.46,127.1,36.73,59.2,55.5,3.39,Industrial
279.33,97.3,0.88,196.1,21.06,86.6,48.2,4.8,Comercial
762.68,62.27,0.61,48.6,37.31,21.3,16.2,1.14,Residencial
326.34,122.47,0.46,120.9,39.76,33.1,30.6,2.43,Industrial
417.55,72.95,0.44,64.7,35.01,17.2,44.9,3.14,Comercial
498.1,79.4,0.56,192.0,24.28,49.9,26.9,6.28,Comercial
276.5,82.15,0.28,141.0,39.36,55.9,5.3,0.86,Industrial
508.04,94.99,0.62,113.2,16.67,18.3,76.0,2.33,Industrial
300.03,87.33,0.92,131.3,24.93,75.5,56.5,6.53,Industrial
289.5,81.88,0.23,139.9,16.69,58.0,23.0,3.33,Residencial
628.39,70.05,0.59,184.7,39.14,35.1,15.7,0.48,Comercial
624.96,54.18,0.59,182.5,37.95,78.8,41.9,5.81,Residencial
422.6,79.05,0.45,81.7,13.5,47.9,50.0,4.23,Residencial
257.52,111.19,0.57,139.4,25.33,88.6,62.8,0.41,Industrial
143.23,87.99,0.88,183.2,35.76,74.7,17.4,6.0,Residencial
381.72,57.37,0.31,194.4,15.19,84.8,40.0,2.49,Industrial
482.89,76.89,0.57,81.8,28.88,61.0,10.0,0.78,Industrial
429.71,108.62,0.6,128.0,32.61,73.1,37.9,1.07,Industrial
317.56,97.83,0.45,182.8,39.09,59.5,47.7,3.95,Comercial
609.63,92.62,0.62,107.2,13.15,41.9,30.1,3.23,Residencial
510.01,79.91,0.65,51.1,16.83,52.1,17.7,2.4,Comercial
437.19,63.31,0.93,125.7,36.77,11.6,61.7,5.27,Residencial
341.5,97.74,0.85,81.3,24.0,19.0,36.5,6.87,Comercial
282.36,86.27,0.58,78.9,34.08,64.2,23.1,3.73,Comercial
382.36,75.12,0.69,70.1,15.19,35.0,35.4,6.23,Industrial
190.28,73.6,0.54,31.4,34.2,77.3,68.9,6.29,Comercial
632.53,82.87,0.7,174.4,33.02,38.2,40.4,1.26,Industrial
356.34,76.73,0.28,198.5,28.77,44.4,14.1,4.59,Comercial
431.84,70.82,0.31,184.0,21.73,44.7,78.3,1.2,Industrial
149.81,54.91,0.62,36.2,17.2,57.5,33.0,0.6,Industrial
476.5,146.52,0.62,185.3,24.59,10.3,37.3,5.88,Industrial
537.93,48.26,0.69,195.2,10.4,81.5,10.0,6.45,Industrial
697.76,106.06,0.58,157.3,38.67,42.5,21.4,5.01,Industrial
601.12,113.49,0.22,168.2,20.49,28.0,70.9,5.01,Comercial
449.48,93.01,0.39,81.6,20.66,15.2,64.4,1.09,Industrial
356.86,106.09,0.92,126.4,37.9,85.0,76.6,3.63,Comercial
349.66,78.33,0.78,65.2,10.52,71.6,47.0,0.66,Industrial
462.55,70.44,0.46,76.4,26.58,56.7,7.2,1.95,Comercial
307.94,56.92,0.81,110.6,13.08,33.3,9.7,6.3,Industrial
280.01,73.78,0.77,196.5,30.69,37.9,16.9,4.32,Industrial
413.43,72.34,0.21,77.4,16.59,53.0,32.6,5.01,Industrial
360.81,90.71,0.34,121.6,11.23,26.2,7.0,5.79,Industrial
516.8,83.67,0.38,51.5,36.87,59.5,72.5,2.61,Industrial
239.3,114.72,0.32,144.6,10.19,29.7,44.3,1.71,Industrial
291.68,94.58,0.56,122.9,33.73,26.7,21.7,1.25,Industrial
423.68,81.54,0.34,190.1,22.85,31.5,33.0,5.84,Industrial
288.78,46.49,0.68,102.1,16.37,52.2,70.7,5.38,Industrial
364.44,87.26,0.84,140.2,30.15,81.8,20.9,4.33,Industrial
240.83,86.23,0.26,52.8,32.65,67.2,23.1,3.85,Comercial
304.61,63.53,0.23,97.0,18.69,25.0,43.2,5.26,Comercial
577.55,50.11,0.83,130.4,11.83,34.6,66.2,1.88,Comercial
593.64,66.77,0.8,131.6,14.4,44.5,74.8,6.92,Residencial
388.39,108.81,0.94,196.9,22.6,54.5,41.2,5.05,Comercial
595.7,78.59,0.92,54.2,21.13,34.7,47.5,3.55,Residencial
391.81,80.87,0.55,51.2,29.95,27.0,52.3,3.72,Industrial
307.71,39.66,0.5,70.4,21.94,16.0,70.1,4.78,Industrial
603.64,83.48,0.94,152.5,25.73,36.5,48.9,4.28,Comercial
824.54,104.88,0.64,42.0,20.62,38.9,23.9,5.93,Residencial
840.48,106.7,0.55,150.4,30.3,60.1,74.4,4.76,Residencial
699.74,100.85,0.3,55.8,22.68,62.9,43.9,2.25,Comercial
184.21,88.99,0.45,113.5,19.61,59.4,72.3,2.72,Industrial
590.09,84.54,0.27,47.3,30.52,70.1,54.6,5.28,Comercial
558.44,50.52,0.74,174.8,11.52,43.4,62.0,2.08,Industrial
316.37,92.82,0.95,187.2,29.83,82.9,57.8,2.17,Industrial
540.92,118.65,0.86,127.9,11.13,59.3,68.3,2.96,Residencial
506.27,90.98,0.77,191.1,29.26,82.5,76.6,1.54,Industrial
178.55,90.11,0.73,112.3,27.79,78.2,44.8,5.97,Comercial
317.77,80.21,0.64,74.3,33.19,25.6,24.1,4.91,Industrial
268.72,105.36,0.6,79.0,38.36,57.2,63.6,5.76,Comercial
692.71,86.13,0.3,146.2,18.6,20.7,29.6,0.47,Comercial
748.37,93.38,0.66,149.1,11.43,87.9,50.4,1.73,Comercial
606.88,94.55,0.94,34.1,23.59,78.0,22.5,5.63,Comercial
743.09,58.96,0.61,99.9,21.41,25.6,73.8,0.67,Comercial
450.3,99.73,0.61,32.6,14.35,32.6,49.5,4.71,Industrial
473.9,72.65,0.25,68.3,30.6,49.9,11.5,6.38,Industrial
419.02,53.94,0.55,182.2,13.0,47.9,77.8,5.21,Residencial
395.37,75.45,0.5,170.9,39.69,32.6,32.5,6.18,Comercial
547.02,86.44,0.38,107.6,27.11,72.3,70.1,3.68,Industrial
161.09,61.86,0.59,185.2,29.75,58.1,29.2,6.82,Residencial
174.16,110.53,0.5,32.2,22.28,65.2,52.9,6.09,Industrial
364.87,83.47,0.38,46.9,38.32,75.5,66.3,2.49,Comercial
307.58,69.81,0.79,106.5,10.82,31.4,46.4,3.33,Industrial
133.38,56.85,0.49,24.6,34.69,59.7,6.8,4.92,Comercial
639.48,75.16,0.39,31.6,31.79,47.2,73.1,0.88,Residencial
774.85,103.06,0.67,78.0,33.0,35.2,9.7,5.31,Industrial
593.04,77.38,0.5,65.5,33.99,54.8,25.9,0.25,Industrial
397.77,91.62,0.22,101.8,27.7,32.2,13.4,6.42,Comercial
501.11,75.42,0.61,140.6,16.41,10.5,32.4,2.25,Industrial
443.2,50.93,0.81,166.8,29.35,48.2,29.7,3.97,Residencial
382.46,69.35,0.67,181.7,31.02,81.0,74.0,4.13,Comercial
206.06,74.34,0.55,86.0,17.6,60.9,79.7,4.33,Comercial
364.74,129.04,0.26,199.5,33.31,11.3,22.3,4.96,Industrial
466.38,118.54,0.51,47.9,10.84,46.2,13.3,2.31,Comercial
329.18,94.4,0.61,171.5,25.15,70.5,33.1,1.25,Industrial
488.73,63.41,0.92,96.2,10.06,44.1,77.3,2.77,Industrial
511.13,37.31,0.78,176.7,33.63,61.5,37.1,1.81,Industrial
349.61,65.15,0.82,84.3,20.5,18.9,35.5,0.61,Residencial
376.23,76.94,0.77,198.8,38.03,45.8,37.3,0.22,Comercial
189.5,125.05,0.69,68.2,20.35,54.7,60.4,4.03,Industrial
477.34,60.8,0.66,35.3,11.75,75.4,31.3,1.6,Residencial
341.74,69.06,0.41,161.0,24.76,31.8,55.5,1.54,Residencial
346.8,76.15,0.47,143.6,10.69,78.5,76.2,5.35,Industrial
651.63,74.0,0.35,103.8,29.38,41.0,44.4,6.11,Comercial
303.99,115.42,0.88,188.0,39.06,14.5,38.8,4.25,Comercial
637.13,75.89,0.71,82.6,22.66,49.5,33.6,5.25,Comercial
586.94,92.46,0.65,154.7,19.75,83.0,25.2,3.92,Comercial
458.98,110.64,0.8,35.6,18.36,68.1,44.5,0.53,Industrial
516.19,85.77,0.89,138.9,27.3,81.2,72.1,6.21,Comercial
422.62,75.89,0.74,53.9,39.73,11.1,66.8,6.42,Residencial
415.88,110.51,0.53,139.3,14.29,74.2,16.0,5.45,Industrial
715.44,76.66,0.74,152.9,17.86,70.3,33.0,6.42,Industrial
455.29,70.39,0.4,124.0,17.69,65.4,11.0,4.49,Industrial
459.09,71.26,0.78,195.5,29.51,27.9,60.3,2.26,Residencial
352.74,88.98,0.51,38.3,29.51,14.1,22.9,3.22,Comercial
440.64,111.02,0.83,181.2,18.39,78.9,79.6,4.25,Comercial
315.04,75.56,0.4,130.2,29.49,15.7,78.2,1.52,Industrial
349.42,83.51,0.49,180.0,19.28,63.4,39.3,1.95,Comercial
453.99,104.48,0.75,24.2,32.31,62.3,65.7,2.9,Industrial
405.67,77.18,0.6,64.9,35.69,57.4,6.7,6.25,Comercial
379.97,111.51,0.76,36.2,28.76,87.8,70.6,6.87,Comercial
295.01,101.32,0.69,92.7,39.35,21.5,48.0,4.31,Industrial
470.86,99.85,0.66,185.1,32.31,20.0,52.3,3.15,Industrial
423.84,84.72,0.88,74.0,30.01,42.2,51.0,1.03,Comercial
376.15,68.98,0.35,77.5,34.71,88.1,18.7,6.39,Residencial
483.73,85.15,0.7,88.5,36.73,77.9,35.4,4.46,Industrial
426.78,69.46,0.8,86.9,25.03,80.5,67.4,3.54,Comercial
405.4,84.26,0.63,168.9,19.46,44.9,59.9,5.97,Residencial
580.43,79.03,0.84,36.6,32.9,62.9,63.8,5.81,Industrial
575.83,112.04,0.48,78.5,18.56,40.2,31.1,4.02,Industrial
521.55,91.04,0.71,170.8,12.32,81.0,78.1,4.54,Residencial
387.92,127.51,0.72,138.8,17.14,34.6,8.1,6.8,Industrial
353.9,74.91,0.92,171.7,23.13,16.0,48.0,3.9,Comercial
622.54,91.27,0.93,122.0,16.26,35.5,30.4,1.91,Residencial
644.49,82.23,0.61,163.2,39.63,88.9,25.4,5.28,Comercial
660.71,88.62,0.68,65.4,35.13,37.7,36.3,3.43,Comercial
171.11,75.76,0.66,126.4,28.38,40.2,37.8,6.82,Industrial
518.37,131.89,0.87,123.0,31.9,51.2,35.9,1.21,Comercial
287.48,74.25,0.29,150.9,32.16,46.3,40.4,1.18,Comercial
537.3,54.04,0.94,144.1,17.25,44.4,54.3,0.88,Residencial
571.78,101.03,0.45,55.0,37.93,54.6,45.3,6.94,Comercial
305.35,94.28,0.42,123.7,22.12,54.5,52.7,6.03,Residencial
503.03,119.95,0.51,177.9,30.43,21.5,71.1,2.79,Comercial
430.28,78.75,0.21,148.4,27.24,28.1,56.7,0.78,Industrial
440.05,119.17,0.87,34.9,18.72,55.4,77.5,6.99,Industrial
344.63,116.14,0.72,69.9,11.56,78.4,74.8,6.27,Residencial
388.23,68.75,0.79,182.2,35.85,11.6,51.7,6.45,Industrial
367.35,80.75,0.21,130.8,36.13,16.1,22.0,1.42,Industrial
399.73,78.49,0.32,106.5,17.5,65.7,38.2,6.68,Industrial
311.66,140.21,0.46,80.4,14.17,26.7,73.2,3.03,Comercial
357.61,111.07,0.21,24.0,14.07,69.8,24.5,1.77,Comercial
320.74,79.82,0.92,188.2,32.23,66.0,59.6,3.79,Residencial
341.12,90.11,0.78,41.8,35.65,26.2,49.7,0.89,Residencial
194.08,94.48,0.59,45.4,35.87,59.4,40.6,6.75,Comercial
527.44,88.27,0.8,79.6,32.1,39.2,34.2,6.76,Industrial
647.32,49.54,0.69,124.9,18.43,10.7,42.1,1.14,Comercial
411.69,68.0,0.35,23.1,13.31,39.5,46.4,3.09,Comercial
388.47,44.08,0.93,92.3,35.8,66.0,63.6,6.92,Residencial
560.03,52.51,0.42,130.6,28.69,27.2,71.1,3.91,Comercial
644.16,102.37,0.58,35.4,30.27,32.8,44.8,5.34,Comercial
364.7,76.93,0.45,90.2,25.83,75.7,28.3,6.74,Industrial
255.94,83.03,0.89,88.4,31.85,88.0,7.8,5.01,Comercial
487.02,112.37,0.85,104.8,25.23,63.3,10.9,6.29,Residencial
510.44,85.48,0.94,48.1,31.95,37.1,23.8,6.4,Comercial
521.98,116.89,0.64,29.7,37.5,34.4,22.4,4.04,Industrial
262.16,85.05,0.61,72.8,39.84,57.0,13.9,3.49,Residencial
446.32,95.44,0.57,55.7,26.01,67.4,36.1,4.52,Comercial
279.96,66.14,0.24,122.0,19.79,23.7,31.5,4.6,Industrial
474.55,71.19,0.22,121.1,34.67,28.9,9.4,4.31,Industrial
415.39,105.13,0.67,109.1,15.54,40.6,44.8,2.53,Industrial
563.25,89.97,0.83,78.6,13.5,72.1,57.0,2.62,Residencial
511.06,102.6,0.46,129.5,21.05,82.6,20.1,0.29,Comercial
453.33,111.23,0.45,90.5,38.69,18.0,72.6,5.66,Industrial
533.82,110.01,0.6,147.4,23.09,63.0,53.1,0.7,Industrial
500.22,82.23,0.69,184.8,20.76,59.5,45.8,6.73,Comercial
452.88,112.41,0.23,94.2,34.1,41.4,21.8,2.38,Residencial
204.67,108.45,0.9,50.9,12.69,54.3,71.8,6.51,Residencial
488.47,80.34,0.24,48.5,28.94,89.4,28.0,0.27,Industrial
584.92,57.77,0.52,137.6,25.28,38.4,26.7,6.47,Industrial
481.37,72.17,0.35,156.9,11.42,84.9,23.4,3.21,Industrial
496.14,103.15,0.76,158.2,12.41,71.4,61.4,2.08,Industrial
338.77,89.32,0.28,198.1,28.16,16.8,15.4,1.16,Industrial
487.03,66.82,0.33,67.8,13.28,85.8,77.2,6.01,Industrial
324.92,107.5,0.49,111.4,39.76,39.8,33.6,4.06,Residencial
183.5,89.3,0.76,195.7,22.02,70.2,76.3,5.23,Residencial
446.9,85.48,0.52,104.8,32.1,38.5,41.5,6.16,Industrial
654.68,100.99,0.22,116.5,32.3,22.4,57.2,1.53,Residencial
182.49,75.55,0.83,165.8,23.69,27.1,26.5,4.09,Industrial
647.76,82.21,0.67,45.1,25.82,52.4,33.4,5.01,Industrial
457.29,82.1,0.54,136.5,19.74,66.0,21.1,0.56,Comercial
136.41,99.28,0.93,127.2,14.35,44.5,37.2,1.11,Industrial
316.16,95.18,0.82,163.1,17.25,54.1,34.9,6.4,Residencial
514.86,53.71,0.48,193.8,20.6,34.6,52.2,3.94,Comercial
566.21,95.17,0.51,92.0,24.43,57.0,38.9,1.56,Comercial
403.52,101.47,0.83,193.3,35.79,33.3,71.9,3.25,Comercial
337.74,71.39,0.72,143.2,39.56,36.6,72.1,1.38,Industrial
607.23,121.33,0.52,130.3,22.11,12.6,60.6,1.75,Residencial
581.84,77.51,0.83,28.9,17.35,52.5,57.0,4.43,Industrial
355.61,78.06,0.41,149.1,11.22,76.9,18.3,4.4,Comercial
366.84,64.61,0.75,140.3,27.38,25.7,58.2,6.89,Industrial
420.93,74.96,0.35,161.1,14.61,66.2,47.3,1.36,Residencial
421.0,101.12,0.89,112.0,24.24,81.6,9.6,3.28,Comercial
366.27,85.63,0.21,45.6,20.27,75.7,39.8,1.85,Comercial
637.45,26.77,0.23,146.1,22.13,40.3,60.8,1.63,Comercial
544.23,80.51,0.86,172.9,12.75,41.3,57.9,1.74,Residencial
307.9,63.4,0.84,163.5,39.72,59.7,28.6,6.85,Residencial
274.53,97.99,0.5,124.9,12.24,48.0,35.1,3.51,Residencial
312.41,106.26,0.89,124.9,16.31,30.8,29.4,2.3,Comercial
556.63,84.59,0.82,34.2,23.22,44.0,48.8,5.64,Comercial
562.7,93.83,0.65,179.0,14.59,33.6,67.1,0.37,Industrial
193.8,48.91,0.56,60.5,24.98,80.4,76.3,6.74,Comercial
690.2,91.88,0.72,97.2,34.09,47.3,78.3,2.46,Industrial
387.02,71.68,0.31,123.1,31.29,54.8,27.7,5.14,Industrial
512.43,109.06,0.89,51.3,21.91,14.4,25.4,4.94,Comercial
591.76,100.65,0.45,112.0,31.67,14.0,70.1,6.27,Comercial
337.31,85.42,0.23,138.2,31.47,73.2,30.3,3.59,Industrial
424.92,96.58,0.42,127.1,29.79,70.6,69.2,2.42,Comercial
507.16,92.89,0.2,62.3,16.27,30.9,58.3,0.88,Industrial
200.9,76.44,0.67,37.2,10.14,57.6,79.8,4.12,Comercial
355.37,70.57,0.5,22.7,21.92,55.7,78.1,5.88,Industrial
418.8,116.59,0.94,71.5,31.99,41.4,74.1,4.67,Industrial
548.84,61.3,0.56,172.0,25.67,75.9,24.7,2.52,Industrial
449.11,109.79,0.42,176.2,22.96,72.6,30.3,0.34,Residencial
426.0,81.71,0.54,169.5,15.46,22.2,22.3,3.7,Industrial
489.91,87.81,0.85,20.3,39.59,78.0,52.0,2.65,Residencial
510.89,78.26,0.72,122.6,14.32,46.9,70.3,5.04,Industrial
408.59,70.75,0.64,112.2,34.45,11.8,79.8,4.12,Comercial
286.42,100.62,0.54,95.9,26.12,43.2,42.2,1.8,Industrial
159.01,104.96,0.42,22.5,33.61,49.5,56.0,4.72,Industrial
362.34,86.84,0.67,143.6,29.86,36.7,58.4,1.94,Industrial
486.72,80.85,0.34,39.2,20.13,72.8,59.0,4.51,Residencial
254.5,59.71,0.92,30.5,13.75,77.8,23.5,6.2,Industrial
263.98,51.21,0.27,21.8,25.71,84.4,20.0,0.73,Comercial
517.35,77.13,0.95,193.8,35.94,21.4,47.1,3.63,Comercial
558.26,109.98,0.34,169.6,24.73,88.2,57.6,6.18,Comercial
583.06,142.33,0.32,43.7,11.79,81.7,50.8,1.97,Residencial
188.26,82.35,0.37,36.2,19.48,54.0,10.7,5.19,Residencial
395.29,76.13,0.35,101.2,22.1,11.9,18.9,2.83,Industrial
527.33,37.0,0.43,110.0,11.97,88.1,57.2,3.98,Residencial
257.97,81.54,0.6,185.7,30.36,37.6,72.0,3.84,Comercial
274.05,110.54,0.9,164.0,38.06,45.7,24.8,4.7,Residencial
389.09,66.28,0.38,53.5,13.09,80.2,50.6,6.29,Comercial
305.69,50.2,0.27,37.6,35.51,54.0,10.7,0.26,Industrial
581.83,104.29,0.63,90.9,18.97,42.6,78.2,2.27,Comercial
435.95,62.38,0.8,199.7,13.64,10.1,35.2,3.23,Industrial
353.63,82.24,0.68,117.2,17.76,37.5,57.0,3.83,Industrial
295.43,91.06,0.56,54.4,30.38,76.9,71.7,6.6,Industrial
451.19,68.46,0.75,21.6,34.83,26.1,65.3,4.32,Comercial
454.05,83.71,0.28,45.3,12.02,43.9,35.5,3.52,Residencial
328.84,54.93,0.48,150.4,30.81,56.3,67.8,1.61,Industrial
395.11,52.5,0.51,198.1,38.37,15.7,37.4,1.85,Comercial
374.78,116.89,0.78,58.0,29.09,68.0,33.4,2.49,Comercial
228.94,107.24,0.41,52.1,32.98,71.4,41.0,1.99,Comercial
452.76,91.33,0.89,115.7,20.34,76.0,47.6,2.57,Industrial
441.72,83.97,0.38,195.0,21.17,28.0,34.5,4.94,Residencial
464.31,71.36,0.38,21.6,19.31,52.2,35.9,6.76,Industrial
530.63,91.27,0.89,76.3,17.27,79.0,72.8,2.78,Industrial
436.79,84.41,0.63,24.9,29.3,31.2,48.5,3.58,Comercial
472.26,85.44,0.64,77.1,34.73,12.1,35.0,1.78,Comercial
427.58,77.98,0.76,118.2,15.73,36.5,25.1,6.85,Comercial
194.03,67.89,0.52,198.9,18.46,18.5,42.6,3.91,Comercial
367.94,85.68,0.76,106.0,10.41,26.9,21.7,4.56,Industrial
520.81,77.88,0.45,96.8,39.13,44.8,30.1,0.71,Comercial
358.21,65.74,0.94,103.9,32.74,22.3,18.8,0.52,Comercial
376.93,89.22,0.81,85.6,29.66,54.7,50.8,1.75,Residencial
377.11,84.79,0.95,127.2,30.36,30.3,62.0,0.69,Comercial
752.9,44.43,0.76,83.8,11.99,48.7,28.8,2.35,Industrial
329.86,82.32,0.54,87.0,21.02,14.7,50.0,3.39,Industrial
199.75,130.51,0.68,111.0,21.19,40.7,64.5,2.64,Residencial
200.5,49.49,0.69,164.4,23.83,65.2,39.4,4.23,Comercial
451.39,71.18,0.25,182.3,11.9,85.8,77.3,0.27,Comercial
319.64,56.56,0.4,186.6,37.69,34.3,6.4,0.29,Comercial
379.73,100.08,0.5,83.4,29.0,28.5,76.4,0.54,Residencial
496.76,77.99,0.81,173.7,17.14,31.3,30.4,5.29,Industrial
517.26,85.32,0.59,136.9,22.26,20.9,22.2,3.19,Residencial
321.72,70.8,0.36,56.0,25.04,39.1,77.4,6.98,Residencial
699.82,63.74,0.73,32.5,14.93,30.0,61.5,5.53,Comercial
640.18,68.2,0.55,147.3,23.6,34.5,74.9,3.05,Residencial
650.08,77.71,0.39,195.5,19.24,15.4,49.7,5.98,Industrial
485.5,106.03,0.44,150.7,10.66,18.8,60.3,6.02,Residencial
449.56,48.62,0.93,144.4,25.28,29.1,61.5,3.68,Comercial
449.68,93.11,0.81,49.7,11.23,68.9,78.5,4.96,Comercial
557.23,116.49,0.8,194.0,26.74,21.9,33.7,1.55,Residencial
171.28,115.3,0.87,120.4,24.89,40.1,23.4,1.12,Comercial
595.74,90.36,0.31,196.6,10.56,61.1,13.6,3.86,Residencial
