solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,panel_temp_c,inverter_efficiency,load_demand_kw,grid_voltage_kv,battery_soc_pct,tariff_rate_usd_kwh,grid_stress_event
534.52,2.87,26.11,33.62,38.26,0.99,393.77,13.14,59.77,0.14,0
607.56,7.47,21.07,36.47,34.77,0.99,392.93,13.27,64.7,0.12,0
434.31,9.92,24.52,79.49,35.22,0.99,407.42,13.45,74.61,0.15,0
352.89,6.81,31.85,29.28,42.43,0.99,400.47,12.55,45.19,0.18,1
443.09,6.25,20.56,51.39,33.47,0.99,468.5,14.88,45.81,0.16,0
642.69,6.6,27.43,79.96,43.27,0.96,625.42,13.31,26.66,0.16,1
759.78,7.16,27.89,60.21,48.18,0.97,550.31,12.24,82.31,0.15,0
1068.74,7.93,18.21,60.81,44.57,0.99,340.65,12.57,55.97,0.16,1
523.43,7.93,30.22,78.4,43.18,0.98,444.07,12.61,77.4,0.12,1
821.61,4.97,23.68,70.29,46.31,0.98,342.65,12.44,44.48,0.19,0
634.82,5.47,31.71,74.84,50.26,0.98,258.8,13.13,56.11,0.14,0
578.56,8.81,23.59,46.06,38.68,0.99,477.94,12.46,61.8,0.13,1
768.65,10.17,28.32,46.53,45.07,0.94,698.37,13.72,57.19,0.16,1
620.45,6.33,22.13,60.14,36.12,0.99,413.1,13.91,69.86,0.17,0
507.98,5.77,37.69,95.49,50.5,0.98,507.99,13.12,77.62,0.08,1
515.33,7.73,25.94,45.44,40.69,0.97,578.68,13.16,42.04,0.11,1
470.69,9.04,29.35,58.29,39.9,0.98,519.8,13.2,64.32,0.14,0
452.37,6.99,16.58,64.75,27.48,0.98,568.31,12.83,55.42,0.1,1
728.04,6.91,27.57,61.52,46.72,0.98,473.4,14.26,48.58,0.14,0
683.61,8.86,34.31,51.16,49.5,0.98,436.54,14.27,70.99,0.13,0
445.92,7.81,30.39,65.45,40.63,0.98,271.82,13.65,45.06,0.15,0
378.18,9.27,14.5,51.11,25.32,0.99,287.99,12.23,59.24,0.08,1
817.64,6.82,23.89,64.02,45.08,0.95,635.84,13.2,48.8,0.17,1
611.66,6.06,29.03,44.53,47.01,0.98,447.62,14.68,44.34,0.17,0
621.95,5.86,24.12,56.81,39.35,0.99,387.27,13.17,43.73,0.14,0
616.2,3.58,16.87,60.97,34.73,0.98,586.87,13.35,51.06,0.14,1
622.21,7.96,31.33,35.39,45.67,0.97,564.63,13.48,38.23,0.16,1
482.1,5.28,24.1,46.81,36.57,0.99,451.35,14.04,70.1,0.15,0
854.18,10.35,22.23,86.86,42.92,0.98,484.45,13.43,60.89,0.13,0
839.9,4.3,13.58,59.32,33.17,0.99,255.64,13.63,28.13,0.14,0
671.88,6.55,17.11,66.8,33.25,0.99,307.58,12.91,66.53,0.14,0
179.39,4.52,17.55,77.52,20.48,0.99,302.04,13.54,41.97,0.11,0
654.12,6.43,18.07,69.22,37.01,0.99,406.88,13.61,66.25,0.19,0
654.54,3.97,24.24,50.36,41.62,0.98,448.26,14.36,58.43,0.15,0
759.05,3.93,24.2,66.67,41.01,0.97,560.65,14.01,47.42,0.15,0
734.88,6.21,11.39,72.43,29.93,0.99,317.39,12.72,76.96,0.11,0
866.38,8.0,8.25,68.48,29.4,0.98,577.38,13.17,55.71,0.12,1
611.31,10.53,22.36,44.5,37.34,0.99,404.0,12.84,52.33,0.11,1
223.48,10.19,29.11,51.01,34.38,0.99,320.41,13.32,49.45,0.16,0
974.36,3.42,12.54,43.44,37.12,0.99,324.74,12.76,48.17,0.15,1
1000.77,5.72,25.52,49.9,49.62,0.98,489.89,13.76,53.67,0.07,0
752.1,11.58,24.81,36.73,43.61,0.98,340.29,14.35,73.55,0.16,0
361.4,5.2,15.87,52.17,25.95,0.99,459.42,13.25,100.0,0.13,0
800.84,5.84,29.8,95.59,49.35,0.98,360.82,13.74,62.23,0.21,0
640.63,5.18,33.8,64.53,52.09,0.97,417.2,13.9,51.46,0.13,0
429.38,7.9,30.39,71.28,42.23,0.98,367.21,13.59,55.92,0.14,0
779.59,8.96,11.76,53.38,31.21,0.99,389.37,12.87,47.99,0.13,1
1100.0,6.9,21.4,42.11,48.91,0.98,437.64,13.29,56.36,0.16,0
677.07,4.83,25.18,60.17,40.92,0.98,324.47,13.77,42.47,0.18,0
647.03,8.69,17.81,24.77,36.32,0.99,443.42,12.7,83.2,0.12,1
454.2,6.98,17.79,53.25,30.15,0.98,585.14,11.7,48.11,0.14,1
575.36,3.25,19.04,64.62,33.08,0.98,259.78,12.64,31.17,0.16,1
986.13,4.26,27.43,86.02,52.58,0.97,373.41,13.97,27.3,0.13,0
598.25,9.68,21.25,54.09,36.28,0.98,299.79,12.6,92.83,0.16,0
551.76,10.09,18.36,89.5,33.88,0.99,504.17,13.5,88.42,0.14,0
557.4,6.49,27.53,48.52,42.27,0.98,356.14,13.82,63.71,0.16,0
709.17,8.52,22.13,78.48,40.26,0.95,679.06,13.17,45.84,0.14,0
453.57,8.91,28.09,44.69,39.56,0.99,407.38,13.16,48.82,0.12,1
734.63,5.68,14.39,56.56,29.63,0.99,504.64,13.31,48.09,0.12,0
504.19,5.83,38.59,56.96,51.08,0.98,418.88,13.78,64.58,0.13,0
768.29,7.7,29.88,57.98,49.56,0.98,366.92,12.75,47.84,0.18,1
959.45,8.35,26.98,45.95,51.22,0.98,312.95,13.14,52.12,0.12,0
556.51,4.12,19.66,61.98,31.84,0.99,368.53,14.16,52.77,0.14,0
711.64,5.86,27.79,43.48,45.2,0.98,410.48,13.5,58.38,0.2,0
806.29,8.38,27.18,59.44,47.94,0.98,326.46,12.43,36.63,0.12,1
775.15,10.34,25.17,63.19,44.13,0.98,436.27,12.19,49.07,0.13,1
746.34,5.89,15.43,76.42,33.99,0.99,286.64,13.14,70.08,0.15,0
886.77,4.7,26.44,51.73,48.14,0.98,489.96,13.3,52.09,0.09,1
212.06,5.25,26.5,60.38,31.88,0.99,417.34,13.27,54.72,0.15,0
623.79,5.47,25.52,39.83,40.99,0.99,434.72,14.16,44.53,0.16,0
480.82,6.22,30.26,77.18,42.73,0.98,513.18,13.53,62.69,0.12,0
723.4,3.21,35.66,79.41,49.7,0.98,368.26,13.37,73.42,0.13,0
898.18,8.48,32.68,52.0,53.57,0.97,530.99,14.3,62.82,0.15,0
698.93,1.21,23.58,77.64,40.49,0.98,423.22,13.18,64.42,0.19,0
552.56,2.38,22.46,69.07,35.2,0.99,366.38,13.41,47.12,0.17,0
762.5,4.98,26.97,65.24,47.2,0.98,345.3,13.52,28.52,0.18,0
1080.21,7.98,2.68,85.71,30.62,0.99,498.82,13.27,44.82,0.16,1
613.6,4.56,30.07,32.98,45.4,0.98,355.45,12.59,80.91,0.08,0
624.92,7.41,16.89,51.23,34.56,0.99,381.64,13.7,43.6,0.16,0
736.4,6.66,27.15,65.15,44.96,0.97,546.92,12.07,59.44,0.09,1
633.54,2.24,23.98,69.66,41.68,0.97,585.84,12.58,70.3,0.16,1
828.7,9.59,22.84,62.3,45.55,0.98,502.55,13.74,57.1,0.09,0
444.59,6.11,20.87,64.6,32.84,0.99,398.76,13.58,51.67,0.14,0
554.49,6.68,26.0,60.82,40.68,0.99,351.87,12.65,46.76,0.14,1
218.99,2.95,11.82,79.82,19.9,0.98,556.05,12.95,54.05,0.16,1
667.34,6.22,17.95,65.37,33.0,0.97,568.83,13.87,24.5,0.17,1
693.91,8.7,25.29,69.24,41.28,0.98,442.51,12.23,40.86,0.19,1
520.96,5.9,22.07,59.56,34.55,0.99,415.45,13.2,50.97,0.12,0
496.6,4.31,20.47,63.96,33.6,0.99,400.91,12.95,43.94,0.21,1
701.66,6.36,20.03,51.24,38.64,0.98,465.27,13.08,40.44,0.17,1
1100.0,6.43,24.25,70.51,49.35,0.98,385.01,12.88,55.04,0.15,1
419.45,8.73,27.44,61.12,37.77,0.99,359.65,13.48,91.91,0.13,0
735.31,9.31,15.72,24.82,35.74,0.99,240.59,13.11,56.0,0.15,0
614.84,9.45,22.29,57.43,36.0,0.99,380.33,13.21,38.54,0.12,0
196.12,6.62,25.63,69.14,29.49,0.99,394.68,13.78,66.7,0.11,0
813.49,10.92,18.58,60.75,39.61,0.99,480.57,13.32,57.61,0.14,1
674.75,1.53,26.69,78.56,42.08,0.98,507.81,13.92,21.04,0.1,1
517.79,8.12,16.57,51.95,29.82,0.99,465.75,12.33,64.87,0.14,1
631.09,5.69,29.25,25.05,45.18,0.98,454.32,13.99,48.14,0.17,0
538.41,2.09,21.0,89.02,33.97,0.99,306.92,12.33,35.87,0.21,1
898.74,4.11,19.61,75.95,40.82,0.99,300.32,13.77,42.27,0.2,0
498.28,7.1,26.98,79.96,39.87,0.98,508.7,13.32,35.52,0.16,1
356.06,7.14,20.06,47.54,26.77,0.99,467.92,14.41,47.46,0.12,0
641.22,5.51,25.35,69.95,40.11,0.98,366.14,14.59,80.96,0.16,0
523.66,7.15,18.77,66.49,33.64,0.99,415.06,14.41,28.56,0.12,0
967.2,5.14,26.95,29.87,51.87,0.98,449.45,12.24,56.75,0.14,1
613.59,8.21,23.73,47.62,40.44,0.97,602.66,13.12,83.39,0.13,1
889.38,7.3,19.8,48.36,41.95,0.98,388.97,13.17,51.91,0.11,0
627.92,3.76,30.72,37.12,48.08,0.98,335.03,12.84,36.64,0.15,1
389.01,6.97,9.72,74.85,20.14,0.98,542.33,14.21,38.04,0.09,0
1074.4,8.59,20.38,83.34,46.83,0.98,384.17,12.4,34.59,0.15,1
533.55,4.75,21.32,41.11,35.98,0.99,491.56,13.29,70.27,0.07,0
564.41,2.98,21.39,71.08,36.14,0.98,459.3,13.31,48.32,0.19,1
885.52,5.35,31.38,65.57,52.17,0.97,505.21,13.26,47.43,0.12,1
878.64,8.12,20.54,40.94,42.88,0.98,481.2,13.48,27.34,0.06,1
758.7,5.38,30.2,35.37,48.96,0.98,474.04,13.08,74.31,0.14,1
744.85,8.21,23.02,41.56,42.68,0.98,452.28,12.93,49.24,0.15,1
1009.07,2.58,19.25,29.77,45.52,0.99,366.05,13.63,63.75,0.13,0
957.92,4.11,15.71,34.87,39.19,0.99,360.73,13.05,64.07,0.12,0
828.2,7.61,23.92,54.85,43.22,0.96,621.74,13.38,73.95,0.14,1
691.91,7.21,19.37,51.19,39.03,0.99,448.91,13.5,73.67,0.13,0
259.14,5.84,24.93,63.09,31.55,0.99,310.83,14.27,75.48,0.12,0
725.36,4.89,19.05,78.2,39.44,0.99,453.81,14.4,63.79,0.14,0
573.81,8.74,35.04,48.5,51.0,0.98,396.0,14.16,59.48,0.13,0
987.07,5.89,22.15,45.67,46.77,0.98,427.78,13.28,50.99,0.16,0
635.34,10.47,23.54,55.47,38.74,0.99,221.08,13.1,66.6,0.14,0
618.16,6.47,27.96,71.21,43.35,0.98,481.11,12.87,46.9,0.2,1
604.39,6.56,17.16,46.17,33.22,0.98,586.08,12.56,40.09,0.15,1
767.88,5.25,21.54,57.54,40.33,0.99,469.41,13.18,57.88,0.1,1
601.11,9.31,28.29,36.58,43.51,0.98,430.34,11.81,67.05,0.12,1
783.43,3.13,21.7,41.11,42.42,0.98,530.63,12.73,74.31,0.12,1
913.01,8.43,19.67,60.22,42.47,0.98,445.46,13.39,57.87,0.17,0
692.21,5.6,21.51,49.78,38.05,0.99,373.27,13.03,78.48,0.15,0
804.77,3.53,26.05,43.84,46.99,0.98,432.93,11.75,54.11,0.13,1
790.55,7.03,28.75,29.78,50.56,0.97,273.53,13.16,48.28,0.11,0
793.68,4.31,18.07,26.11,40.27,0.99,223.89,12.86,21.3,0.11,0
390.29,9.83,30.02,56.45,38.89,0.99,280.13,13.41,42.23,0.15,0
527.73,5.07,30.49,50.35,42.73,0.98,485.7,13.13,68.28,0.1,1
736.86,3.7,23.87,48.82,38.3,0.99,427.91,13.92,71.62,0.16,0
748.15,3.4,38.41,69.73,55.96,0.97,271.35,12.48,61.63,0.12,0
688.84,10.41,29.17,60.2,46.91,0.98,446.09,13.59,87.51,0.19,0
222.92,7.04,23.28,71.82,27.79,0.97,601.83,12.67,77.66,0.12,1
484.76,5.33,27.91,40.67,40.82,0.98,508.62,13.03,50.55,0.17,1
302.54,8.24,16.86,72.91,25.03,0.99,479.04,12.75,43.06,0.1,1
964.74,6.36,14.7,69.23,38.16,0.98,487.67,12.99,16.94,0.09,1
375.69,6.4,24.21,40.55,35.05,0.98,425.56,12.84,71.37,0.19,1
679.88,8.98,19.67,62.85,35.16,0.98,535.09,12.8,14.54,0.11,1
805.09,8.37,21.65,69.75,41.1,0.98,458.61,12.35,76.24,0.18,1
495.72,2.47,24.41,45.59,38.0,0.98,502.4,13.17,80.64,0.13,1
423.36,6.64,27.46,41.97,36.96,0.99,408.79,12.57,74.59,0.13,1
626.92,8.71,17.44,73.14,32.48,0.99,297.68,13.58,68.69,0.12,0
256.75,7.32,31.49,51.5,38.65,0.98,522.35,13.49,44.48,0.17,1
632.26,6.9,31.13,60.88,47.83,0.98,466.04,13.93,27.56,0.13,0
532.47,1.28,25.92,52.97,38.08,0.99,424.54,13.79,79.6,0.2,0
721.55,9.22,32.31,11.79,51.02,0.98,414.24,13.44,57.64,0.15,0
286.44,4.79,22.81,47.34,29.18,0.99,491.29,14.64,54.36,0.15,0
767.19,6.56,17.81,52.41,35.41,0.96,638.03,13.38,64.93,0.16,1
828.73,8.65,26.96,49.42,48.8,0.98,322.87,13.32,63.22,0.1,0
494.19,9.21,28.71,55.39,41.28,0.98,387.37,12.77,49.89,0.14,1
718.35,4.57,25.82,42.04,43.21,0.98,343.92,13.23,58.11,0.17,0
641.15,7.61,22.95,84.29,39.64,0.98,488.65,14.08,45.53,0.1,0
936.82,5.45,24.29,49.13,47.34,0.98,120.12,13.59,41.36,0.12,0
787.81,6.33,24.52,67.49,44.63,0.96,629.96,13.43,44.46,0.12,0
637.15,6.74,23.2,95.69,38.21,0.99,423.79,12.26,70.13,0.14,1
341.1,9.28,26.24,77.58,34.67,0.99,393.59,11.23,75.63,0.15,1
408.41,5.41,21.37,51.27,29.85,0.99,447.14,12.41,53.13,0.17,1
566.31,10.59,29.07,70.36,44.01,0.98,530.39,12.9,33.14,0.17,1
499.53,7.44,32.06,47.96,42.83,0.98,366.99,14.7,63.08,0.17,0
530.9,0.7,31.87,81.62,45.72,0.98,437.58,14.02,55.27,0.18,0
855.41,6.43,23.94,72.35,45.17,0.94,734.54,12.38,58.25,0.14,1
684.32,2.25,31.08,58.37,46.37,0.98,339.08,12.88,100.0,0.16,0
833.83,7.41,28.87,63.04,49.59,0.98,433.24,13.07,82.77,0.16,0
654.15,6.56,25.11,44.25,43.75,0.98,528.17,13.68,53.45,0.16,1
627.86,6.59,29.84,51.3,46.1,0.98,374.28,13.85,63.97,0.12,0
527.31,12.13,15.6,79.22,29.36,0.99,415.41,12.48,65.98,0.15,1
436.0,5.57,29.01,66.54,40.83,0.99,264.55,13.59,59.5,0.15,0
677.49,7.62,18.64,94.83,35.26,0.99,241.66,13.8,89.84,0.18,0
903.93,14.41,16.06,58.85,37.97,0.99,464.01,13.25,84.94,0.19,0
638.84,9.35,24.84,87.9,42.22,0.98,273.85,13.21,53.19,0.17,0
785.22,7.3,16.97,31.42,34.24,0.99,258.68,12.83,56.4,0.18,0
472.77,7.84,26.36,57.72,39.82,0.98,336.78,13.13,50.17,0.17,0
591.72,6.12,29.82,70.01,42.41,0.99,359.91,12.85,47.83,0.17,1
646.62,8.69,24.21,87.1,38.8,0.98,581.61,13.31,48.75,0.13,1
691.31,3.64,24.14,54.51,41.67,0.96,614.91,13.43,72.57,0.16,1
643.03,7.01,21.14,29.31,37.29,0.98,539.35,14.44,33.76,0.13,0
646.56,4.79,27.91,70.05,42.34,0.98,405.73,13.73,79.33,0.13,0
610.08,7.78,13.42,43.11,27.34,0.98,552.71,13.75,48.84,0.16,1
741.13,9.93,15.84,31.06,35.25,0.99,326.16,12.96,47.12,0.13,0
723.49,3.29,16.63,94.87,34.98,0.99,443.8,15.0,60.94,0.12,0
579.69,6.7,31.51,44.46,45.8,0.98,479.74,13.77,42.8,0.12,0
500.96,7.7,18.85,82.79,31.86,0.99,423.94,12.99,40.97,0.15,1
512.93,5.08,24.36,46.23,37.28,0.99,365.52,13.02,36.83,0.12,1
956.52,7.07,22.02,85.62,47.15,0.98,421.94,13.3,44.22,0.15,1
709.67,8.52,21.79,60.08,39.42,0.98,280.42,13.08,48.94,0.14,0
815.96,7.24,13.91,64.22,34.29,0.99,440.48,14.36,7.36,0.14,0
798.41,5.41,27.6,47.37,46.36,0.98,476.68,13.36,39.76,0.12,1
667.2,9.12,14.51,62.32,31.85,0.99,522.21,14.77,73.05,0.16,1
712.07,10.65,19.99,51.14,37.02,0.99,281.31,12.91,40.22,0.18,0
725.32,7.05,20.89,59.56,38.38,0.99,459.38,13.34,54.33,0.16,1
379.11,9.34,29.89,56.96,42.13,0.98,458.29,13.73,50.14,0.14,0
727.56,7.45,23.62,77.84,42.39,0.98,494.9,12.49,31.31,0.15,1
528.53,3.45,29.83,51.79,44.74,0.96,602.2,12.28,23.98,0.15,1
517.86,8.72,18.09,69.32,29.97,0.99,416.97,13.01,76.52,0.14,0
701.93,9.53,29.45,76.52,45.94,0.95,661.03,13.5,61.42,0.15,1
1100.0,9.81,22.49,63.15,46.9,0.98,470.86,14.64,18.27,0.16,0
346.26,6.34,24.53,48.78,35.69,0.99,499.29,13.8,46.2,0.18,0
283.54,13.38,19.57,49.92,25.79,0.99,479.07,13.36,85.0,0.15,0
668.58,8.22,27.1,66.03,45.32,0.96,592.16,12.79,39.41,0.1,1
290.53,6.67,34.16,43.42,41.23,0.99,500.2,12.18,64.01,0.13,1
624.22,3.55,30.75,61.68,45.81,0.98,450.1,14.05,48.39,0.14,0
274.46,4.43,29.96,42.84,34.32,0.99,253.05,13.49,67.74,0.16,1
730.94,5.01,23.5,57.67,43.66,0.98,344.32,13.06,67.55,0.14,0
639.4,3.41,28.44,69.3,43.69,0.98,435.27,12.34,50.52,0.18,1
483.09,10.95,20.17,65.18,31.16,0.99,421.08,13.93,58.88,0.15,0
868.76,8.51,24.45,53.23,46.91,0.98,441.49,13.52,25.06,0.13,1
684.2,1.29,19.87,62.82,34.39,0.97,607.39,12.32,89.18,0.17,1
763.16,6.69,23.76,86.65,42.74,0.98,212.16,13.05,65.68,0.11,0
438.72,7.3,36.09,84.44,48.54,0.98,497.54,12.73,59.05,0.18,1
717.13,6.68,24.21,83.94,43.4,0.98,283.24,13.13,62.51,0.14,0
444.6,13.47,21.63,62.63,31.96,0.99,509.53,12.46,63.38,0.12,1
1077.52,4.88,15.18,95.9,41.83,0.98,529.49,12.45,53.28,0.11,1
816.54,10.75,27.3,37.75,49.89,0.97,170.9,13.43,80.51,0.21,0
683.01,6.29,16.47,46.99,33.81,0.98,531.58,14.03,35.09,0.13,1
846.55,12.21,28.3,76.05,49.8,0.97,280.45,13.43,74.03,0.16,0
678.67,0.0,23.89,55.78,41.82,0.98,512.83,14.48,60.06,0.11,0
617.87,7.12,18.61,65.78,35.08,0.99,448.05,12.72,38.81,0.13,1
677.59,11.68,17.8,71.27,36.38,0.99,467.7,12.72,40.87,0.13,1
326.8,8.05,28.85,55.72,36.56,0.98,475.02,13.33,47.0,0.12,1
570.38,3.62,28.32,71.92,42.75,0.98,225.75,13.05,47.41,0.11,0
690.53,2.1,25.95,66.31,42.37,0.98,449.44,12.42,19.5,0.16,1
517.99,4.54,33.15,72.94,45.6,0.98,185.53,12.32,85.77,0.1,0
1026.62,3.49,31.07,36.96,57.54,0.97,435.23,13.15,65.8,0.2,0
584.95,3.1,21.33,51.74,37.91,0.98,386.33,13.42,89.67,0.12,1
695.4,10.81,21.98,30.83,36.91,0.99,479.76,13.34,52.83,0.21,0
1007.82,6.51,27.61,57.84,51.24,0.95,620.68,12.98,60.01,0.12,1
793.12,4.2,23.6,78.96,42.81,0.98,373.72,12.75,55.75,0.13,1
1036.7,3.65,27.48,56.81,53.41,0.97,501.8,12.64,35.31,0.13,1
678.99,3.04,28.13,64.94,46.31,0.98,347.54,13.58,51.97,0.1,0
377.83,7.89,20.31,51.31,29.87,0.99,406.83,13.38,41.35,0.15,0
203.2,7.22,27.4,62.52,31.6,0.98,536.89,13.15,54.84,0.15,1
425.15,4.49,21.78,59.73,31.12,0.99,316.58,13.72,68.13,0.17,0
688.75,10.75,33.98,83.25,53.12,0.96,590.74,13.07,38.91,0.17,0
818.54,4.23,23.86,63.18,44.62,0.98,191.22,12.62,72.65,0.13,0
829.74,4.89,16.36,72.1,36.66,0.98,537.59,13.27,67.55,0.17,1
409.85,7.04,29.28,43.33,39.53,0.98,419.69,13.04,42.26,0.2,1
527.46,3.8,19.91,41.08,33.88,0.99,408.17,12.55,58.23,0.14,1
730.78,7.58,31.34,68.49,48.65,0.98,388.72,13.14,53.29,0.17,0
249.73,2.93,32.57,65.27,39.04,0.98,558.83,13.3,66.99,0.06,0
486.01,4.38,16.68,69.51,28.65,0.98,520.17,13.44,66.08,0.1,1
689.26,10.48,20.92,61.92,39.65,0.99,496.71,13.92,50.68,0.12,0
679.35,6.91,37.28,41.47,53.33,0.98,346.9,13.64,50.08,0.11,0
816.3,7.53,25.71,61.23,42.85,0.97,554.45,13.46,76.37,0.14,1
665.99,5.17,24.23,45.9,43.76,0.97,549.63,12.2,67.45,0.1,1
589.79,8.59,25.34,58.19,39.56,0.98,411.6,14.15,57.52,0.15,0
484.54,6.19,24.16,39.29,36.69,0.97,577.11,14.47,72.27,0.15,0
702.39,3.91,27.13,55.76,43.9,0.99,459.87,13.13,38.64,0.1,1
595.5,10.32,22.8,79.2,35.37,0.99,288.17,12.76,65.31,0.15,0
785.65,7.28,23.63,60.78,43.59,0.98,462.96,14.12,45.55,0.14,0
402.15,9.31,31.9,63.33,41.42,0.99,447.33,13.78,62.69,0.14,0
970.01,5.95,19.22,54.44,44.05,0.98,374.12,12.51,81.77,0.16,1
519.52,4.33,21.97,77.29,33.04,0.99,346.11,13.43,67.65,0.18,0
574.58,7.66,20.09,44.17,35.1,0.99,304.06,12.3,66.13,0.08,1
776.98,7.73,31.53,61.32,51.37,0.97,349.68,13.29,59.74,0.09,0
764.39,7.78,21.9,57.15,40.09,0.97,576.58,13.14,75.16,0.19,1
745.2,8.23,20.2,65.86,38.98,0.98,559.47,13.92,69.16,0.12,0
538.52,4.74,16.27,53.94,28.12,0.99,425.09,13.65,55.97,0.12,0
259.02,11.34,24.95,89.34,32.41,0.99,339.02,12.38,59.96,0.15,1
615.97,8.25,30.24,47.4,46.85,0.98,365.91,12.87,62.32,0.1,0
774.89,8.72,18.41,25.2,37.36,0.99,472.89,12.49,35.16,0.09,1
726.78,1.81,23.97,65.74,41.51,0.98,480.5,13.25,86.81,0.16,0
819.2,2.55,20.55,56.44,40.97,0.97,589.48,12.89,52.81,0.12,1
581.07,3.92,15.42,64.37,29.66,0.99,409.03,14.01,82.79,0.07,0
505.35,2.35,27.75,52.71,39.1,0.98,258.91,13.79,13.83,0.1,0
431.08,5.76,29.45,39.16,41.6,0.98,535.1,12.73,51.74,0.16,1
751.76,7.53,27.83,53.16,46.5,0.97,527.99,14.3,66.09,0.12,0
688.49,7.19,20.52,62.05,37.08,0.99,416.6,12.68,42.55,0.11,1
638.78,8.32,21.88,51.23,36.73,0.99,461.17,13.8,49.87,0.1,0
634.79,12.85,32.18,59.74,49.02,0.98,307.56,12.84,19.19,0.21,1
597.53,3.43,24.31,61.27,40.23,0.98,332.24,13.09,65.2,0.11,0
575.02,4.37,21.84,67.41,35.56,0.97,570.86,12.19,60.83,0.17,1
768.25,9.23,17.0,80.31,34.63,0.99,417.84,13.5,76.15,0.17,0
508.79,5.02,12.45,66.18,26.04,0.99,453.2,12.83,43.66,0.1,1
922.94,3.12,24.29,46.87,46.59,0.98,317.4,12.96,51.0,0.17,0
922.35,4.33,27.47,62.91,50.39,0.98,489.4,12.96,29.53,0.14,1
959.49,7.09,15.89,55.78,42.31,0.98,356.72,13.65,66.0,0.08,0
872.4,6.69,30.61,76.03,51.98,0.98,501.18,13.32,80.13,0.14,0
544.98,6.54,25.37,78.51,37.45,0.99,475.3,12.67,48.91,0.12,1
818.88,7.36,29.44,73.32,49.89,0.98,350.67,13.32,58.75,0.12,0
630.89,7.57,31.87,74.32,47.38,0.98,450.31,13.36,34.77,0.09,1
671.14,3.45,28.58,46.32,44.92,0.98,271.87,13.27,68.97,0.07,0
733.58,4.89,38.02,43.61,55.03,0.97,194.0,13.22,54.24,0.14,0
609.98,8.32,23.53,38.29,40.14,0.98,487.62,12.75,60.35,0.15,1
649.79,7.48,22.78,50.72,39.77,0.99,417.75,14.09,52.17,0.17,0
783.01,3.25,20.38,64.03,40.04,0.98,475.12,12.76,68.32,0.15,1
820.89,6.17,32.72,72.98,54.34,0.97,424.88,13.2,60.64,0.16,0
792.19,7.01,28.11,42.65,46.5,0.98,360.02,14.17,44.86,0.18,0
1100.0,3.22,19.73,24.61,47.38,0.98,468.81,14.06,61.04,0.14,0
1033.27,0.0,28.45,73.09,54.45,0.97,392.14,13.4,69.4,0.15,0
668.13,4.07,26.51,77.39,44.76,0.97,540.31,12.77,78.3,0.17,1
674.93,9.1,14.22,35.24,31.41,0.98,520.67,12.2,58.35,0.14,1
727.65,3.04,32.57,37.61,51.04,0.98,421.48,13.06,66.85,0.12,0
766.99,7.02,21.14,72.29,41.28,0.98,317.3,13.33,69.91,0.2,0
941.62,3.4,17.02,39.0,41.85,0.98,461.39,13.97,99.37,0.1,0
526.96,5.21,28.3,36.86,40.39,0.98,548.58,13.81,61.51,0.22,1
541.83,11.7,28.73,91.21,43.09,0.96,624.71,13.49,53.82,0.16,1
630.91,7.88,28.62,39.66,42.27,0.98,198.38,13.27,51.35,0.12,0
1100.0,11.07,30.4,51.78,57.64,0.95,620.08,14.16,58.9,0.11,0
891.03,0.07,29.69,38.79,51.82,0.97,433.23,13.07,90.03,0.14,0
365.02,6.52,28.65,48.98,40.33,0.99,430.55,12.79,88.9,0.14,0
673.28,8.57,20.67,62.5,36.72,0.98,539.6,12.26,37.15,0.18,1
320.61,7.46,20.66,41.63,28.1,0.98,397.22,13.61,38.95,0.2,0
729.26,6.7,32.36,77.34,52.51,0.98,376.85,12.34,45.49,0.16,1
617.54,4.32,20.68,44.85,33.51,0.99,358.1,13.16,30.15,0.12,1
891.75,9.99,19.87,73.45,42.51,0.98,517.79,12.42,61.59,0.13,1
894.0,5.21,20.48,62.58,42.84,0.98,435.84,14.33,43.91,0.16,0
961.39,10.73,22.95,61.74,43.85,0.98,528.51,13.17,51.26,0.13,1
719.39,6.78,30.97,87.69,49.44,0.98,377.3,14.07,60.67,0.14,0
775.2,9.53,26.87,53.48,46.92,0.98,370.12,13.74,30.08,0.1,0
869.97,3.77,20.63,48.15,40.69,0.98,392.8,12.32,73.53,0.15,1
775.9,6.78,31.03,65.08,51.75,0.98,317.5,13.54,80.99,0.13,0
514.26,8.64,22.22,62.89,35.22,0.96,616.63,12.38,79.22,0.1,1
492.81,4.37,20.16,58.28,33.71,0.98,521.04,12.45,54.04,0.16,1
751.62,3.71,28.78,66.62,48.42,0.96,621.46,14.13,93.94,0.17,0
362.3,5.03,29.5,63.78,38.06,0.99,391.32,11.94,53.49,0.1,1
958.38,5.14,30.94,65.3,56.23,0.97,286.28,14.66,55.46,0.11,0
490.54,11.03,20.72,62.83,33.03,0.99,334.72,13.67,55.82,0.11,0
875.86,1.0,22.92,73.64,44.99,0.98,387.38,13.39,86.68,0.16,0
619.19,4.87,15.32,70.34,30.9,0.96,612.96,12.38,28.13,0.17,1
379.9,10.47,13.06,68.14,22.68,0.99,294.5,13.49,42.27,0.13,0
701.41,6.07,17.9,69.4,36.64,0.99,390.69,13.33,69.38,0.14,0
